Freq.	V(n010)/V(n011)
1.04472021922074e+000	(-7.59540553513185e-001dB,-6.17328768061199e-005°)
1.04712854805084e+000	(-7.59540553513190e-001dB,-6.18751857866399e-005°)
1.04954242865226e+000	(-7.59540553513194e-001dB,-6.20178228214292e-005°)
1.05196187382316e+000	(-7.59540553513233e-001dB,-6.21607886662521e-005°)
1.05438689639120e+000	(-7.59540553513215e-001dB,-6.23040840845984e-005°)
1.05681750921360e+000	(-7.59540553513205e-001dB,-6.24477098322264e-005°)
1.05925372517723e+000	(-7.59540553513208e-001dB,-6.25916666717284e-005°)
1.06169555719867e+000	(-7.59540553513234e-001dB,-6.27359553593151e-005°)
1.06414301822426e+000	(-7.59540553513231e-001dB,-6.28805766767231e-005°)
1.06659612123020e+000	(-7.59540553513253e-001dB,-6.30255313737821e-005°)
1.06905487922260e+000	(-7.59540553513253e-001dB,-6.31708202322289e-005°)
1.07151930523755e+000	(-7.59540553513276e-001dB,-6.33164440110706e-005°)
1.07398941234118e+000	(-7.59540553513274e-001dB,-6.34624034896501e-005°)
1.07646521362977e+000	(-7.59540553513277e-001dB,-6.36086994353526e-005°)
1.07894672222977e+000	(-7.59540553513277e-001dB,-6.37553326347290e-005°)
1.08143395129788e+000	(-7.59540553513320e-001dB,-6.39023038531466e-005°)
1.08392691402114e+000	(-7.59540553513319e-001dB,-6.40496138787239e-005°)
1.08642562361700e+000	(-7.59540553513337e-001dB,-6.41972634868180e-005°)
1.08893009333337e+000	(-7.59540553513287e-001dB,-6.43452534623566e-005°)
1.09144033644869e+000	(-7.59540553513324e-001dB,-6.44935845902706e-005°)
1.09395636627203e+000	(-7.59540553513322e-001dB,-6.46422576615323e-005°)
1.09647819614312e+000	(-7.59540553513323e-001dB,-6.47912734553698e-005°)
1.09900583943246e+000	(-7.59540553513342e-001dB,-6.49406327659414e-005°)
1.10153930954135e+000	(-7.59540553513359e-001dB,-6.50903363877488e-005°)
1.10407861990201e+000	(-7.59540553513361e-001dB,-6.52403851057211e-005°)
1.10662378397760e+000	(-7.59540553513378e-001dB,-6.53907797303146e-005°)
1.10917481526234e+000	(-7.59540553513374e-001dB,-6.55415210432675e-005°)
1.11173172728153e+000	(-7.59540553513391e-001dB,-6.56926098486550e-005°)
1.11429453359167e+000	(-7.59540553513409e-001dB,-6.58440469566493e-005°)
1.11686324778050e+000	(-7.59540553513407e-001dB,-6.59958331591354e-005°)
1.11943788346709e+000	(-7.59540553513429e-001dB,-6.61479692630892e-005°)
1.12201845430190e+000	(-7.59540553513428e-001dB,-6.63004560885389e-005°)
1.12460497396686e+000	(-7.59540553513447e-001dB,-6.64532944236059e-005°)
1.12719745617545e+000	(-7.59540553513427e-001dB,-6.66064850878781e-005°)
1.12979591467273e+000	(-7.59540553513462e-001dB,-6.67600288922842e-005°)
1.13240036323549e+000	(-7.59540553513478e-001dB,-6.69139266536481e-005°)
1.13501081567225e+000	(-7.59540553513472e-001dB,-6.70681791885787e-005°)
1.13762728582336e+000	(-7.59540553513467e-001dB,-6.72227873048079e-005°)
1.14024978756110e+000	(-7.59540553513503e-001dB,-6.73777518348930e-005°)
1.14287833478971e+000	(-7.59540553513502e-001dB,-6.75330735892897e-005°)
1.14551294144547e+000	(-7.59540553513518e-001dB,-6.76887534071732e-005°)
1.14815362149682e+000	(-7.59540553513527e-001dB,-6.78447920958098e-005°)
1.15080038894437e+000	(-7.59540553513516e-001dB,-6.80011904911828e-005°)
1.15345325782102e+000	(-7.59540553513527e-001dB,-6.81579494259045e-005°)
1.15611224219203e+000	(-7.59540553513526e-001dB,-6.83150697363280e-005°)
1.15877735615506e+000	(-7.59540553513535e-001dB,-6.84725522327230e-005°)
1.16144861384027e+000	(-7.59540553513549e-001dB,-6.86303977606458e-005°)
1.16412602941042e+000	(-7.59540553513544e-001dB,-6.87886071752252e-005°)
1.16680961706089e+000	(-7.59540553513556e-001dB,-6.89471812869193e-005°)
1.16949939101980e+000	(-7.59540553513591e-001dB,-6.91061209636207e-005°)
1.17219536554806e+000	(-7.59540553513608e-001dB,-6.92654270156542e-005°)
1.17489755493946e+000	(-7.59540553513618e-001dB,-6.94251003143755e-005°)
1.17760597352074e+000	(-7.59540553513630e-001dB,-6.95851417020111e-005°)
1.18032063565166e+000	(-7.59540553513644e-001dB,-6.97455520145458e-005°)
1.18304155572509e+000	(-7.59540553513606e-001dB,-6.99063321236323e-005°)
1.18576874816709e+000	(-7.59540553513638e-001dB,-7.00674828576711e-005°)
1.18850222743695e+000	(-7.59540553513650e-001dB,-7.02290050947769e-005°)
1.19124200802730e+000	(-7.59540553513661e-001dB,-7.03908996676612e-005°)
1.19398810446420e+000	(-7.59540553513696e-001dB,-7.05531674539626e-005°)
1.19674053130717e+000	(-7.59540553513684e-001dB,-7.07158092927660e-005°)
1.19949930314931e+000	(-7.59540553513697e-001dB,-7.08788260743012e-005°)
1.20226443461734e+000	(-7.59540553513705e-001dB,-7.10422186377439e-005°)
1.20503594037173e+000	(-7.59540553513741e-001dB,-7.12059878701326e-005°)
1.20781383510671e+000	(-7.59540553513729e-001dB,-7.13701346234058e-005°)
1.21059813355041e+000	(-7.59540553513710e-001dB,-7.15346597749976e-005°)
1.21338885046490e+000	(-7.59540553513739e-001dB,-7.16995641960648e-005°)
1.21618600064630e+000	(-7.59540553513747e-001dB,-7.18648487576518e-005°)
1.21898959892479e+000	(-7.59540553513736e-001dB,-7.20305143436059e-005°)
1.22179966016480e+000	(-7.59540553513765e-001dB,-7.21965618345852e-005°)
1.22461619926498e+000	(-7.59540553513770e-001dB,-7.23629920952918e-005°)
1.22743923115833e+000	(-7.59540553513804e-001dB,-7.25298060191468e-005°)
1.23026877081231e+000	(-7.59540553513829e-001dB,-7.26970044900168e-005°)
1.23310483322884e+000	(-7.59540553513821e-001dB,-7.28645883981004e-005°)
1.23594743344444e+000	(-7.59540553513846e-001dB,-7.30325586176860e-005°)
1.23879658653029e+000	(-7.59540553513821e-001dB,-7.32009160581474e-005°)
1.24165230759234e+000	(-7.59540553513832e-001dB,-7.33696615937613e-005°)
1.24451461177131e+000	(-7.59540553513856e-001dB,-7.35387961307116e-005°)
1.24738351424287e+000	(-7.59540553513844e-001dB,-7.37083205624822e-005°)
1.25025903021764e+000	(-7.59540553513869e-001dB,-7.38782357918868e-005°)
1.25314117494134e+000	(-7.59540553513899e-001dB,-7.40485427160265e-005°)
1.25602996369480e+000	(-7.59540553513886e-001dB,-7.42192422343458e-005°)
1.25892541179409e+000	(-7.59540553513911e-001dB,-7.43903352626028e-005°)
1.26182753459059e+000	(-7.59540553513914e-001dB,-7.45618226942180e-005°)
1.26473634747107e+000	(-7.59540553513964e-001dB,-7.47337054450578e-005°)
1.26765186585777e+000	(-7.59540553513918e-001dB,-7.49059844274766e-005°)
1.27057410520846e+000	(-7.59540553513963e-001dB,-7.50786605509535e-005°)
1.27350308101658e+000	(-7.59540553513985e-001dB,-7.52517347408164e-005°)
1.27643880881127e+000	(-7.59540553513989e-001dB,-7.54252079064413e-005°)
1.27938130415745e+000	(-7.59540553513998e-001dB,-7.55990809667762e-005°)
1.28233058265594e+000	(-7.59540553514019e-001dB,-7.57733548473061e-005°)
1.28528665994354e+000	(-7.59540553514022e-001dB,-7.59480304634860e-005°)
1.28824955169305e+000	(-7.59540553514045e-001dB,-7.61231087567473e-005°)
1.29121927361345e+000	(-7.59540553514068e-001dB,-7.62985906524197e-005°)
1.29419584144991e+000	(-7.59540553514038e-001dB,-7.64744770662604e-005°)
1.29717927098388e+000	(-7.59540553514065e-001dB,-7.66507689427455e-005°)
1.30016957803321e+000	(-7.59540553514085e-001dB,-7.68274672105966e-005°)
1.30316677845222e+000	(-7.59540553514068e-001dB,-7.70045728170843e-005°)
1.30617088813176e+000	(-7.59540553514108e-001dB,-7.71820866909245e-005°)
1.30918192299933e+000	(-7.59540553514112e-001dB,-7.73600097734003e-005°)
1.31219989901912e+000	(-7.59540553514131e-001dB,-7.75383430153693e-005°)
1.31522483219216e+000	(-7.59540553514153e-001dB,-7.77170873581159e-005°)
1.31825673855633e+000	(-7.59540553514176e-001dB,-7.78962437431733e-005°)
1.32129563418649e+000	(-7.59540553514145e-001dB,-7.80758131368626e-005°)
1.32434153519458e+000	(-7.59540553514181e-001dB,-7.82557964711383e-005°)
1.32739445772966e+000	(-7.59540553514183e-001dB,-7.84361947128105e-005°)
1.33045441797801e+000	(-7.59540553514202e-001dB,-7.86170088159279e-005°)
1.33352143216324e+000	(-7.59540553514224e-001dB,-7.87982397361293e-005°)
1.33659551654636e+000	(-7.59540553514221e-001dB,-7.89798884441612e-005°)
1.33967668742585e+000	(-7.59540553514261e-001dB,-7.91619558885611e-005°)
1.34276496113778e+000	(-7.59540553514259e-001dB,-7.93444430425208e-005°)
1.34586035405586e+000	(-7.59540553514278e-001dB,-7.95273508728529e-005°)
1.34896288259157e+000	(-7.59540553514263e-001dB,-7.97106803527499e-005°)
1.35207256319419e+000	(-7.59540553514282e-001dB,-7.98944324493613e-005°)
1.35518941235095e+000	(-7.59540553514298e-001dB,-8.00786081320239e-005°)
1.35831344658707e+000	(-7.59540553514315e-001dB,-8.02632083934045e-005°)
1.36144468246587e+000	(-7.59540553514330e-001dB,-8.04482341971242e-005°)
1.36458313658884e+000	(-7.59540553514345e-001dB,-8.06336865291402e-005°)
1.36772882559576e+000	(-7.59540553514367e-001dB,-8.08195663725961e-005°)
1.37088176616477e+000	(-7.59540553514385e-001dB,-8.10058747127017e-005°)
1.37404197501243e+000	(-7.59540553514366e-001dB,-8.11926125453555e-005°)
1.37720946889386e+000	(-7.59540553514380e-001dB,-8.13797808405615e-005°)
1.38038426460280e+000	(-7.59540553514394e-001dB,-8.15673806161844e-005°)
1.38356637897169e+000	(-7.59540553514413e-001dB,-8.17554128458375e-005°)
1.38675582887180e+000	(-7.59540553514428e-001dB,-8.19438785306021e-005°)
1.38995263121327e+000	(-7.59540553514441e-001dB,-8.21327786855637e-005°)
1.39315680294522e+000	(-7.59540553514454e-001dB,-8.23221142902982e-005°)
1.39636836105585e+000	(-7.59540553514467e-001dB,-8.25118863722434e-005°)
1.39958732257253e+000	(-7.59540553514451e-001dB,-8.27020959082449e-005°)
1.40281370456187e+000	(-7.59540553514505e-001dB,-8.28927439280199e-005°)
1.40604752412983e+000	(-7.59540553514493e-001dB,-8.30838314371215e-005°)
1.40928879842179e+000	(-7.59540553514526e-001dB,-8.32753594534168e-005°)
1.41253754462266e+000	(-7.59540553514537e-001dB,-8.34673289788169e-005°)
1.41579377995699e+000	(-7.59540553514550e-001dB,-8.36597410444543e-005°)
1.41905752168900e+000	(-7.59540553514562e-001dB,-8.38525966640067e-005°)
1.42232878712273e+000	(-7.59540553514563e-001dB,-8.40458968654069e-005°)
1.42560759360210e+000	(-7.59540553514572e-001dB,-8.42396426665212e-005°)
1.42889395851101e+000	(-7.59540553514583e-001dB,-8.44338351011699e-005°)
1.43218789927345e+000	(-7.59540553514611e-001dB,-8.46284751875807e-005°)
1.43548943335356e+000	(-7.59540553514622e-001dB,-8.48235639759741e-005°)
1.43879857825575e+000	(-7.59540553514633e-001dB,-8.50191024802317e-005°)
1.44211535152478e+000	(-7.59540553514662e-001dB,-8.52150917549143e-005°)
1.44543977074583e+000	(-7.59540553514693e-001dB,-8.54115328290561e-005°)
1.44877185354467e+000	(-7.59540553514669e-001dB,-8.56084267498293e-005°)
1.45211161758765e+000	(-7.59540553514676e-001dB,-8.58057745498861e-005°)
1.45545908058187e+000	(-7.59540553514726e-001dB,-8.60035772971313e-005°)
1.45881426027525e+000	(-7.59540553514730e-001dB,-8.62018360142168e-005°)
1.46217717445662e+000	(-7.59540553514759e-001dB,-8.64005517674964e-005°)
1.46554784095582e+000	(-7.59540553514766e-001dB,-8.65997256102912e-005°)
1.46892627764377e+000	(-7.59540553514774e-001dB,-8.67993585945875e-005°)
1.47231250243262e+000	(-7.59540553514765e-001dB,-8.69994517829230e-005°)
1.47570653327580e+000	(-7.59540553514774e-001dB,-8.72000062298599e-005°)
1.47910838816811e+000	(-7.59540553514800e-001dB,-8.74010230033907e-005°)
1.48251808514586e+000	(-7.59540553514823e-001dB,-8.76025031727033e-005°)
1.48593564228691e+000	(-7.59540553514847e-001dB,-8.78044477978047e-005°)
1.48936107771082e+000	(-7.59540553514874e-001dB,-8.80068579524014e-005°)
1.49279440957890e+000	(-7.59540553514900e-001dB,-8.82097347109040e-005°)
1.49623565609434e+000	(-7.59540553514870e-001dB,-8.84130791520007e-005°)
1.49968483550228e+000	(-7.59540553514891e-001dB,-8.86168923469040e-005°)
1.50314196608993e+000	(-7.59540553514914e-001dB,-8.88211753836785e-005°)
1.50660706618664e+000	(-7.59540553514937e-001dB,-8.90259293392219e-005°)
1.51008015416405e+000	(-7.59540553514959e-001dB,-8.92311553039437e-005°)
1.51356124843611e+000	(-7.59540553514986e-001dB,-8.94368543564438e-005°)
1.51705036745924e+000	(-7.59540553514952e-001dB,-8.96430276030761e-005°)
1.52054752973240e+000	(-7.59540553514994e-001dB,-8.98496761223359e-005°)
1.52405275379719e+000	(-7.59540553514994e-001dB,-9.00568010126451e-005°)
1.52756605823797e+000	(-7.59540553515033e-001dB,-9.02644033796537e-005°)
1.53108746168193e+000	(-7.59540553515034e-001dB,-9.04724843233704e-005°)
1.53461698279919e+000	(-7.59540553515076e-001dB,-9.06810449398396e-005°)
1.53815464030293e+000	(-7.59540553515093e-001dB,-9.08900863370932e-005°)
1.54170045294946e+000	(-7.59540553515082e-001dB,-9.10996096254930e-005°)
1.54525443953831e+000	(-7.59540553515102e-001dB,-9.13096159130638e-005°)
1.54881661891238e+000	(-7.59540553515122e-001dB,-9.15201063165886e-005°)
1.55238700995798e+000	(-7.59540553515119e-001dB,-9.17310819457330e-005°)
1.55596563160497e+000	(-7.59540553515175e-001dB,-9.19425439332558e-005°)
1.55955250282685e+000	(-7.59540553515195e-001dB,-9.21544933869831e-005°)
1.56314764264085e+000	(-7.59540553515176e-001dB,-9.23669314333833e-005°)
1.56675107010805e+000	(-7.59540553515174e-001dB,-9.25798592013055e-005°)
1.57036280433345e+000	(-7.59540553515232e-001dB,-9.27932778169178e-005°)
1.57398286446612e+000	(-7.59540553515225e-001dB,-9.30071884186298e-005°)
1.57761126969925e+000	(-7.59540553515285e-001dB,-9.32215921264182e-005°)
1.58124803927028e+000	(-7.59540553515277e-001dB,-9.34364900915031e-005°)
1.58489319246101e+000	(-7.59540553515277e-001dB,-9.36518834479549e-005°)
1.58854674859767e+000	(-7.59540553515295e-001dB,-9.38677733342230e-005°)
1.59220872705107e+000	(-7.59540553515310e-001dB,-9.40841608974042e-005°)
1.59587914723663e+000	(-7.59540553515361e-001dB,-9.43010472887595e-005°)
1.59955802861456e+000	(-7.59540553515372e-001dB,-9.45184336566395e-005°)
1.60324539068994e+000	(-7.59540553515388e-001dB,-9.47363211491051e-005°)
1.60694125301277e+000	(-7.59540553515385e-001dB,-9.49547109228256e-005°)
1.61064563517816e+000	(-7.59540553515402e-001dB,-9.51736041370780e-005°)
1.61435855682638e+000	(-7.59540553515412e-001dB,-9.53930019544956e-005°)
1.61808003764296e+000	(-7.59540553515466e-001dB,-9.56129055327504e-005°)
1.62181009735882e+000	(-7.59540553515451e-001dB,-9.58333160428692e-005°)
1.62554875575038e+000	(-7.59540553515503e-001dB,-9.60542346521468e-005°)
1.62929603263961e+000	(-7.59540553515500e-001dB,-9.62756625343051e-005°)
1.63305194789423e+000	(-7.59540553515510e-001dB,-9.64976008598190e-005°)
1.63681652142770e+000	(-7.59540553515537e-001dB,-9.67200508023925e-005°)
1.64058977319943e+000	(-7.59540553515549e-001dB,-9.69430135452628e-005°)
1.64437172321482e+000	(-7.59540553515593e-001dB,-9.71664902701019e-005°)
1.64816239152540e+000	(-7.59540553515601e-001dB,-9.73904821654871e-005°)
1.65196179822891e+000	(-7.59540553515598e-001dB,-9.76149904115438e-005°)
1.65576996346942e+000	(-7.59540553515647e-001dB,-9.78400162026002e-005°)
1.65958690743745e+000	(-7.59540553515648e-001dB,-9.80655607347243e-005°)
1.66341265037006e+000	(-7.59540553515678e-001dB,-9.82916252012818e-005°)
1.66724721255095e+000	(-7.59540553515699e-001dB,-9.85182107983919e-005°)
1.67109061431060e+000	(-7.59540553515697e-001dB,-9.87453187282786e-005°)
1.67494287602633e+000	(-7.59540553515716e-001dB,-9.89729501950296e-005°)
1.67880401812245e+000	(-7.59540553515743e-001dB,-9.92011064107482e-005°)
1.68267406107036e+000	(-7.59540553515767e-001dB,-9.94297885744083e-005°)
1.68655302538863e+000	(-7.59540553515793e-001dB,-9.96589979140575e-005°)
1.69044093164315e+000	(-7.59540553515783e-001dB,-9.98887356290667e-005°)
1.69433780044722e+000	(-7.59540553515803e-001dB,-1.00119002951854e-004°)
1.69824365246163e+000	(-7.59540553515825e-001dB,-1.00349801088161e-004°)
1.70215850839484e+000	(-7.59540553515865e-001dB,-1.00581131268048e-004°)
1.70608238900301e+000	(-7.59540553515890e-001dB,-1.00812994721240e-004°)
1.71001531509017e+000	(-7.59540553515907e-001dB,-1.01045392675286e-004°)
1.71395730750831e+000	(-7.59540553515916e-001dB,-1.01278326364687e-004°)
1.71790838715747e+000	(-7.59540553515914e-001dB,-1.01511797015551e-004°)
1.72186857498589e+000	(-7.59540553515955e-001dB,-1.01745805880764e-004°)
1.72583789199009e+000	(-7.59540553515997e-001dB,-1.01980354179503e-004°)
1.72981635921499e+000	(-7.59540553516011e-001dB,-1.02215443176651e-004°)
1.73380399775402e+000	(-7.59540553516014e-001dB,-1.02451074110803e-004°)
1.73780082874926e+000	(-7.59540553516017e-001dB,-1.02687248226096e-004°)
1.74180687339150e+000	(-7.59540553516052e-001dB,-1.02923966786093e-004°)
1.74582215292039e+000	(-7.59540553516105e-001dB,-1.03161231028601e-004°)
1.74984668862454e+000	(-7.59540553516108e-001dB,-1.03399042225633e-004°)
1.75388050184164e+000	(-7.59540553516105e-001dB,-1.03637401637321e-004°)
1.75792361395857e+000	(-7.59540553516141e-001dB,-1.03876310523839e-004°)
1.76197604641151e+000	(-7.59540553516134e-001dB,-1.04115770149162e-004°)
1.76603782068604e+000	(-7.59540553516192e-001dB,-1.04355781789407e-004°)
1.77010895831730e+000	(-7.59540553516223e-001dB,-1.04596346709566e-004°)
1.77418948089005e+000	(-7.59540553516205e-001dB,-1.04837466187907e-004°)
1.77827941003880e+000	(-7.59540553516255e-001dB,-1.05079141506965e-004°)
1.78237876744797e+000	(-7.59540553516290e-001dB,-1.05321373946120e-004°)
1.78648757485193e+000	(-7.59540553516279e-001dB,-1.05564164786768e-004°)
1.79060585403517e+000	(-7.59540553516304e-001dB,-1.05807515319451e-004°)
1.79473362683240e+000	(-7.59540553516307e-001dB,-1.06051426833156e-004°)
1.79887091512867e+000	(-7.59540553516336e-001dB,-1.06295900621980e-004°)
1.80301774085945e+000	(-7.59540553516372e-001dB,-1.06540937981281e-004°)
1.80717412601080e+000	(-7.59540553516418e-001dB,-1.06786540204866e-004°)
1.81134009261948e+000	(-7.59540553516415e-001dB,-1.07032708602718e-004°)
1.81551566277301e+000	(-7.59540553516441e-001dB,-1.07279444479804e-004°)
1.81970085860986e+000	(-7.59540553516470e-001dB,-1.07526749141130e-004°)
1.82389570231951e+000	(-7.59540553516496e-001dB,-1.07774623898212e-004°)
1.82810021614262e+000	(-7.59540553516504e-001dB,-1.08023070062427e-004°)
1.83231442237109e+000	(-7.59540553516535e-001dB,-1.08272088957963e-004°)
1.83653834334822e+000	(-7.59540553516563e-001dB,-1.08521681901054e-004°)
1.84077200146883e+000	(-7.59540553516585e-001dB,-1.08771850212685e-004°)
1.84501541917935e+000	(-7.59540553516615e-001dB,-1.09022595223456e-004°)
1.84926861897795e+000	(-7.59540553516602e-001dB,-1.09273918263895e-004°)
1.85353162341468e+000	(-7.59540553516668e-001dB,-1.09525820658213e-004°)
1.85780445509157e+000	(-7.59540553516667e-001dB,-1.09778303751399e-004°)
1.86208713666274e+000	(-7.59540553516709e-001dB,-1.10031368877110e-004°)
1.86637969083454e+000	(-7.59540553516733e-001dB,-1.10285017380324e-004°)
1.87068214036567e+000	(-7.59540553516739e-001dB,-1.10539250601284e-004°)
1.87499450806729e+000	(-7.59540553516739e-001dB,-1.10794069891124e-004°)
1.87931681680314e+000	(-7.59540553516779e-001dB,-1.11049476598052e-004°)
1.88364908948967e+000	(-7.59540553516814e-001dB,-1.11305472081487e-004°)
1.88799134909616e+000	(-7.59540553516823e-001dB,-1.11562057692497e-004°)
1.89234361864484e+000	(-7.59540553516842e-001dB,-1.11819234797023e-004°)
1.89670592121101e+000	(-7.59540553516884e-001dB,-1.12077004752471e-004°)
1.90107827992317e+000	(-7.59540553516917e-001dB,-1.12335368934224e-004°)
1.90546071796311e+000	(-7.59540553516922e-001dB,-1.12594328704950e-004°)
1.90985325856611e+000	(-7.59540553516956e-001dB,-1.12853885436347e-004°)
1.91425592502095e+000	(-7.59540553516997e-001dB,-1.13114040511808e-004°)
1.91866874067016e+000	(-7.59540553517029e-001dB,-1.13374795305205e-004°)
1.92309172891002e+000	(-7.59540553517033e-001dB,-1.13636151200928e-004°)
1.92752491319080e+000	(-7.59540553517068e-001dB,-1.13898109584246e-004°)
1.93196831701679e+000	(-7.59540553517099e-001dB,-1.14160671842694e-004°)
1.93642196394647e+000	(-7.59540553517113e-001dB,-1.14423839369298e-004°)
1.94088587759264e+000	(-7.59540553517112e-001dB,-1.14687613563514e-004°)
1.94536008162253e+000	(-7.59540553517143e-001dB,-1.14951995817594e-004°)
1.94984459975791e+000	(-7.59540553517191e-001dB,-1.15216987535610e-004°)
1.95433945577526e+000	(-7.59540553517223e-001dB,-1.15482590120118e-004°)
1.95884467350585e+000	(-7.59540553517217e-001dB,-1.15748804985927e-004°)
1.96336027683591e+000	(-7.59540553517275e-001dB,-1.16015633536045e-004°)
1.96788628970671e+000	(-7.59540553517295e-001dB,-1.16283077194514e-004°)
1.97242273611471e+000	(-7.59540553517297e-001dB,-1.16551137370409e-004°)
1.97696964011172e+000	(-7.59540553517311e-001dB,-1.16819815488806e-004°)
1.98152702580496e+000	(-7.59540553517319e-001dB,-1.17089112976869e-004°)
1.98609491735723e+000	(-7.59540553517362e-001dB,-1.17359031258464e-004°)
1.99067333898705e+000	(-7.59540553517405e-001dB,-1.17629571767087e-004°)
1.99526231496874e+000	(-7.59540553517402e-001dB,-1.17900735934207e-004°)
1.99986186963260e+000	(-7.59540553517441e-001dB,-1.18172525199321e-004°)
2.00447202736502e+000	(-7.59540553517489e-001dB,-1.18444941005428e-004°)
2.00909281260859e+000	(-7.59540553517513e-001dB,-1.18717984794060e-004°)
2.01372424986225e+000	(-7.59540553517518e-001dB,-1.18991658014550e-004°)
2.01836636368142e+000	(-7.59540553517543e-001dB,-1.19265962113268e-004°)
2.02301917867813e+000	(-7.59540553517606e-001dB,-1.19540898552263e-004°)
2.02768271952114e+000	(-7.59540553517589e-001dB,-1.19816468782230e-004°)
2.03235701093608e+000	(-7.59540553517634e-001dB,-1.20092674268279e-004°)
2.03704207770557e+000	(-7.59540553517666e-001dB,-1.20369516475576e-004°)
2.04173794466938e+000	(-7.59540553517706e-001dB,-1.20646996866565e-004°)
2.04644463672453e+000	(-7.59540553517733e-001dB,-1.20925116915935e-004°)
2.05116217882542e+000	(-7.59540553517744e-001dB,-1.21203878102135e-004°)
2.05589059598400e+000	(-7.59540553517768e-001dB,-1.21483281895019e-004°)
2.06062991326985e+000	(-7.59540553517823e-001dB,-1.21763329783663e-004°)
2.06538015581038e+000	(-7.59540553517823e-001dB,-1.22044023247617e-004°)
2.07014134879089e+000	(-7.59540553517879e-001dB,-1.22325363777405e-004°)
2.07491351745476e+000	(-7.59540553517890e-001dB,-1.22607352864361e-004°)
2.07969668710355e+000	(-7.59540553517910e-001dB,-1.22889992003742e-004°)
2.08449088309714e+000	(-7.59540553517948e-001dB,-1.23173282691720e-004°)
2.08929613085389e+000	(-7.59540553517996e-001dB,-1.23457226431481e-004°)
2.09411245585074e+000	(-7.59540553518028e-001dB,-1.23741824729735e-004°)
2.09893988362337e+000	(-7.59540553518046e-001dB,-1.24027079098033e-004°)
2.10377843976632e+000	(-7.59540553518078e-001dB,-1.24312991041079e-004°)
2.10862814993314e+000	(-7.59540553518122e-001dB,-1.24599562085483e-004°)
2.11348903983649e+000	(-7.59540553518140e-001dB,-1.24886793735901e-004°)
2.11836113524835e+000	(-7.59540553518149e-001dB,-1.25174687530162e-004°)
2.12324446200007e+000	(-7.59540553518193e-001dB,-1.25463244987229e-004°)
2.12813904598256e+000	(-7.59540553518240e-001dB,-1.25752467635410e-004°)
2.13304491314642e+000	(-7.59540553518255e-001dB,-1.26042357014356e-004°)
2.13796208950208e+000	(-7.59540553518278e-001dB,-1.26332914655619e-004°)
2.14289060111990e+000	(-7.59540553518322e-001dB,-1.26624142101990e-004°)
2.14783047413038e+000	(-7.59540553518335e-001dB,-1.26916040896238e-004°)
2.15278173472422e+000	(-7.59540553518394e-001dB,-1.27208612587488e-004°)
2.15774440915251e+000	(-7.59540553518420e-001dB,-1.27501858722501e-004°)
2.16271852372686e+000	(-7.59540553518427e-001dB,-1.27795780864048e-004°)
2.16770410481954e+000	(-7.59540553518465e-001dB,-1.28090380562770e-004°)
2.17270117886359e+000	(-7.59540553518526e-001dB,-1.28385659383902e-004°)
2.17770977235300e+000	(-7.59540553518528e-001dB,-1.28681618895581e-004°)
2.18272991184284e+000	(-7.59540553518568e-001dB,-1.28978260659906e-004°)
2.18776162394939e+000	(-7.59540553518625e-001dB,-1.29275586260916e-004°)
2.19280493535029e+000	(-7.59540553518645e-001dB,-1.29573597265546e-004°)
2.19785987278467e+000	(-7.59540553518646e-001dB,-1.29872295256189e-004°)
2.20292646305330e+000	(-7.59540553518742e-001dB,-1.30171681815790e-004°)
2.20800473301874e+000	(-7.59540553518798e-001dB,-1.30471758529877e-004°)
2.21309470960548e+000	(-7.59540553518797e-001dB,-1.30772526998994e-004°)
2.21819641980006e+000	(-7.59540553518832e-001dB,-1.31073988808623e-004°)
2.22330989065124e+000	(-7.59540553518884e-001dB,-1.31376145559359e-004°)
2.22843514927014e+000	(-7.59540553518884e-001dB,-1.31678998852583e-004°)
2.23357222283037e+000	(-7.59540553518936e-001dB,-1.31982550293734e-004°)
2.23872113856818e+000	(-7.59540553518980e-001dB,-1.32286801493709e-004°)
2.24388192378260e+000	(-7.59540553518980e-001dB,-1.32591754064381e-004°)
2.24905460583562e+000	(-7.59540553519027e-001dB,-1.32897409624574e-004°)
2.25423921215226e+000	(-7.59540553519074e-001dB,-1.33203769792597e-004°)
2.25943577022081e+000	(-7.59540553519087e-001dB,-1.33510836198385e-004°)
2.26464430759289e+000	(-7.59540553519111e-001dB,-1.33818610460302e-004°)
2.26986485188366e+000	(-7.59540553519176e-001dB,-1.34127094215750e-004°)
2.27509743077190e+000	(-7.59540553519209e-001dB,-1.34436289100477e-004°)
2.28034207200025e+000	(-7.59540553519232e-001dB,-1.34746196755265e-004°)
2.28559880337526e+000	(-7.59540553519276e-001dB,-1.35056818817893e-004°)
2.29086765276760e+000	(-7.59540553519303e-001dB,-1.35368156938767e-004°)
2.29614864811219e+000	(-7.59540553519344e-001dB,-1.35680212769973e-004°)
2.30144181740834e+000	(-7.59540553519387e-001dB,-1.35992987963567e-004°)
2.30674718871990e+000	(-7.59540553519411e-001dB,-1.36306484176188e-004°)
2.31206479017542e+000	(-7.59540553519449e-001dB,-1.36620703073338e-004°)
2.31739464996831e+000	(-7.59540553519454e-001dB,-1.36935646320907e-004°)
2.32273679635694e+000	(-7.59540553519526e-001dB,-1.37251315588618e-004°)
2.32809125766484e+000	(-7.59540553519565e-001dB,-1.37567712545936e-004°)
