Freq.	V(N004,N006)/-I(V2)-V(n006)/I(R5)
3.11888958409368e+000	(-3.90541891657658e+001dB,1.48242527522083e-001°)
3.12607936712370e+000	(-3.90541890308644e+001dB,1.48584260298773e-001°)
3.13328572431533e+000	(-3.90541888953436e+001dB,1.48926780840226e-001°)
3.14050869387596e+000	(-3.90541887592005e+001dB,1.49270090962325e-001°)
3.14774831410106e+000	(-3.90541886224322e+001dB,1.49614192485263e-001°)
3.15500462337437e+000	(-3.90541884850360e+001dB,1.49959087233226e-001°)
3.16227766016812e+000	(-3.90541883470088e+001dB,1.50304777034815e-001°)
3.16956746304323e+000	(-3.90541882084363e+001dB,1.50651263724190e-001°)
3.17687407064951e+000	(-3.90541880689615e+001dB,1.50998549132196e-001°)
3.18419752172586e+000	(-3.90541879291126e+001dB,1.51346635109160e-001°)
3.19153785510050e+000	(-3.90541877883554e+001dB,1.51695523491373e-001°)
3.19889510969114e+000	(-3.90541876472182e+001dB,1.52045216137640e-001°)
3.20626932450520e+000	(-3.90541875053439e+001dB,1.52395714895772e-001°)
3.21366053864005e+000	(-3.90541873628180e+001dB,1.52747021625523e-001°)
3.22106879128317e+000	(-3.90541872194604e+001dB,1.53099138186207e-001°)
3.22849412171237e+000	(-3.90541870756223e+001dB,1.53452066450983e-001°)
3.23593656929602e+000	(-3.90541869310349e+001dB,1.53805808286052e-001°)
3.24339617349323e+000	(-3.90541867859611e+001dB,1.54160365571712e-001°)
3.25087297385408e+000	(-3.90541866399547e+001dB,1.54515740179679e-001°)
3.25836701001982e+000	(-3.90541864935442e+001dB,1.54871934003481e-001°)
3.26587832172309e+000	(-3.90541863461951e+001dB,1.55228948922071e-001°)
3.27340694878811e+000	(-3.90541861983470e+001dB,1.55586786836082e-001°)
3.28095293113092e+000	(-3.90541860498198e+001dB,1.55945449639426e-001°)
3.28851630875956e+000	(-3.90541859004332e+001dB,1.56304939230501e-001°)
3.29609712177431e+000	(-3.90541857505383e+001dB,1.56665257521492e-001°)
3.30369541036788e+000	(-3.90541855998662e+001dB,1.57026406417793e-001°)
3.31131121482564e+000	(-3.90541854485909e+001dB,1.57388387837370e-001°)
3.31894457552583e+000	(-3.90541852963549e+001dB,1.57751203692853e-001°)
3.32659553293977e+000	(-3.90541851437749e+001dB,1.58114855918950e-001°)
3.33426412763207e+000	(-3.90541849903164e+001dB,1.58479346433962e-001°)
3.34195040026087e+000	(-3.90541848360648e+001dB,1.58844677171900e-001°)
3.34965439157800e+000	(-3.90541846811937e+001dB,1.59210850072704e-001°)
3.35737614242927e+000	(-3.90541845256116e+001dB,1.59577867076271e-001°)
3.36511569375463e+000	(-3.90541843693149e+001dB,1.59945730128113e-001°)
3.37287308658841e+000	(-3.90541842122120e+001dB,1.60314441177039e-001°)
3.38064836205953e+000	(-3.90541840544765e+001dB,1.60684002180954e-001°)
3.38844156139174e+000	(-3.90541838959281e+001dB,1.61054415095898e-001°)
3.39625272590380e+000	(-3.90541837368291e+001dB,1.61425681890529e-001°)
3.40408189700972e+000	(-3.90541835768219e+001dB,1.61797804526553e-001°)
3.41192911621900e+000	(-3.90541834161688e+001dB,1.62170784981801e-001°)
3.41979442513680e+000	(-3.90541832546892e+001dB,1.62544625230327e-001°)
3.42767786546422e+000	(-3.90541830925570e+001dB,1.62919327257369e-001°)
3.43557947899846e+000	(-3.90541829295915e+001dB,1.63294893046075e-001°)
3.44349930763310e+000	(-3.90541827659665e+001dB,1.63671324590855e-001°)
3.45143739335827e+000	(-3.90541826014127e+001dB,1.64048623882484e-001°)
3.45939377826093e+000	(-3.90541824362811e+001dB,1.64426792927757e-001°)
3.46736850452503e+000	(-3.90541822703909e+001dB,1.64805833728395e-001°)
3.47536161443177e+000	(-3.90541821036501e+001dB,1.65185748292046e-001°)
3.48337315035983e+000	(-3.90541819361438e+001dB,1.65566538634644e-001°)
3.49140315478557e+000	(-3.90541817678684e+001dB,1.65948206774915e-001°)
3.49945167028328e+000	(-3.90541815988203e+001dB,1.66330754736272e-001°)
3.50751873952538e+000	(-3.90541814289961e+001dB,1.66714184546866e-001°)
3.51560440528268e+000	(-3.90541812583921e+001dB,1.67098498239416e-001°)
3.52370871042457e+000	(-3.90541810870047e+001dB,1.67483697851479e-001°)
3.53183169791927e+000	(-3.90541809149189e+001dB,1.67869785426737e-001°)
3.53997341083405e+000	(-3.90541807418653e+001dB,1.68256763006998e-001°)
3.54813389233545e+000	(-3.90541805681060e+001dB,1.68644632649094e-001°)
3.55631318568955e+000	(-3.90541803935488e+001dB,1.69033396407416e-001°)
3.56451133426214e+000	(-3.90541802181014e+001dB,1.69423056341368e-001°)
3.57272838151899e+000	(-3.90541800419372e+001dB,1.69813614520185e-001°)
3.58096437102606e+000	(-3.90541798649640e+001dB,1.70205073012807e-001°)
3.58921934644975e+000	(-3.90541796871780e+001dB,1.70597433894404e-001°)
3.59749335155712e+000	(-3.90541795084869e+001dB,1.70990699243431e-001°)
3.60578643021612e+000	(-3.90541793289756e+001dB,1.71384871146473e-001°)
3.61409862639583e+000	(-3.90541791485515e+001dB,1.71779951691545e-001°)
3.62242998416668e+000	(-3.90541789675653e+001dB,1.72175942980071e-001°)
3.63078054770070e+000	(-3.90541787855703e+001dB,1.72572847102834e-001°)
3.63915036127176e+000	(-3.90541786027397e+001dB,1.72970666167417e-001°)
3.64753946925577e+000	(-3.90541784191582e+001dB,1.73369402284646e-001°)
3.65594791613094e+000	(-3.90541782346449e+001dB,1.73769057564844e-001°)
3.66437574647802e+000	(-3.90541780492845e+001dB,1.74169634128634e-001°)
3.67282300498053e+000	(-3.90541778630729e+001dB,1.74571134099628e-001°)
3.68128973642500e+000	(-3.90541776760064e+001dB,1.74973559606434e-001°)
3.68977598570119e+000	(-3.90541774880809e+001dB,1.75376912782382e-001°)
3.69828179780235e+000	(-3.90541772992925e+001dB,1.75781195766030e-001°)
3.70680721782544e+000	(-3.90541771097257e+001dB,1.76186410702314e-001°)
3.71535229097141e+000	(-3.90541769191109e+001dB,1.76592559734240e-001°)
3.72391706254537e+000	(-3.90541767277098e+001dB,1.76999645020318e-001°)
3.73250157795689e+000	(-3.90541765354297e+001dB,1.77407668716884e-001°)
3.74110588272021e+000	(-3.90541763421780e+001dB,1.77816632985332e-001°)
3.74973002245451e+000	(-3.90541761480392e+001dB,1.78226539995556e-001°)
3.75837404288412e+000	(-3.90541759530978e+001dB,1.78637391922420e-001°)
3.76703798983876e+000	(-3.90541757572611e+001dB,1.79049190942360e-001°)
3.77572190925383e+000	(-3.90541755604363e+001dB,1.79461939236605e-001°)
3.78442584717061e+000	(-3.90541753627966e+001dB,1.79875638997112e-001°)
3.79314984973649e+000	(-3.90541751640720e+001dB,1.80290292411501e-001°)
3.80189396320528e+000	(-3.90541749645240e+001dB,1.80705901683473e-001°)
3.81065823393740e+000	(-3.90541747641484e+001dB,1.81122469016539e-001°)
3.81944270840014e+000	(-3.90541745627638e+001dB,1.81539996615339e-001°)
3.82824743316790e+000	(-3.90541743605432e+001dB,1.81958486697182e-001°)
3.83707245492246e+000	(-3.90541741573051e+001dB,1.82377941476917e-001°)
3.84591782045320e+000	(-3.90541739531338e+001dB,1.82798363180063e-001°)
3.85478357665738e+000	(-3.90541737480251e+001dB,1.83219754035463e-001°)
3.86366977054036e+000	(-3.90541735419745e+001dB,1.83642116277247e-001°)
3.87257644921584e+000	(-3.90541733348891e+001dB,1.84065452142578e-001°)
3.88150365990615e+000	(-3.90541731269418e+001dB,1.84489763879517e-001°)
3.89045144994247e+000	(-3.90541729180396e+001dB,1.84915053735716e-001°)
3.89941986676510e+000	(-3.90541727081780e+001dB,1.85341323965724e-001°)
3.90840895792368e+000	(-3.90541724972641e+001dB,1.85768576827659e-001°)
3.91741877107749e+000	(-3.90541722854706e+001dB,1.86196814590113e-001°)
3.92644935399566e+000	(-3.90541720726158e+001dB,1.86626039519831e-001°)
3.93550075455743e+000	(-3.90541718588724e+001dB,1.87056253895949e-001°)
3.94457302075244e+000	(-3.90541716440588e+001dB,1.87487459995636e-001°)
3.95366620068093e+000	(-3.90541714282590e+001dB,1.87919660106589e-001°)
3.96278034255405e+000	(-3.90541712115569e+001dB,1.88352856522154e-001°)
3.97191549469406e+000	(-3.90541709938596e+001dB,1.88787051536815e-001°)
3.98107170553462e+000	(-3.90541707750737e+001dB,1.89222247450682e-001°)
3.99024902362107e+000	(-3.90541705551947e+001dB,1.89658446570883e-001°)
3.99944749761062e+000	(-3.90541703343951e+001dB,1.90095651213703e-001°)
4.00866717627268e+000	(-3.90541701125817e+001dB,1.90533863694997e-001°)
4.01790810848905e+000	(-3.90541698898383e+001dB,1.90973086339901e-001°)
4.02717034325424e+000	(-3.90541696658946e+001dB,1.91413321471115e-001°)
4.03645392967570e+000	(-3.90541694410115e+001dB,1.91854571428411e-001°)
4.04575891697407e+000	(-3.90541692150957e+001dB,1.92296838548881e-001°)
4.05508535448348e+000	(-3.90541689880539e+001dB,1.92740125175462e-001°)
4.06443329165177e+000	(-3.90541687599698e+001dB,1.93184433659892e-001°)
4.07380277804077e+000	(-3.90541685310159e+001dB,1.93629766361822e-001°)
4.08319386332656e+000	(-3.90541683008329e+001dB,1.94076125634139e-001°)
4.09260659729975e+000	(-3.90541680696817e+001dB,1.94523513849114e-001°)
4.10204102986571e+000	(-3.90541678373803e+001dB,1.94971933374606e-001°)
4.11149721104486e+000	(-3.90541676040125e+001dB,1.95421386589873e-001°)
4.12097519097294e+000	(-3.90541673696617e+001dB,1.95871875879601e-001°)
4.13047501990125e+000	(-3.90541671341460e+001dB,1.96323403627950e-001°)
4.13999674819694e+000	(-3.90541668975490e+001dB,1.96775972230774e-001°)
4.14954042634326e+000	(-3.90541666598656e+001dB,1.97229584087255e-001°)
4.15910610493985e+000	(-3.90541664210023e+001dB,1.97684241600203e-001°)
4.16869383470299e+000	(-3.90541661811311e+001dB,1.98139947183828e-001°)
4.17830366646585e+000	(-3.90541659402470e+001dB,1.98596703254274e-001°)
4.18793565117881e+000	(-3.90541656981679e+001dB,1.99054512228666e-001°)
4.19758983990970e+000	(-3.90541654548885e+001dB,1.99513376534226e-001°)
4.20726628384407e+000	(-3.90541652104924e+001dB,1.99973298605452e-001°)
4.21696503428545e+000	(-3.90541649650628e+001dB,2.00434280882587e-001°)
4.22668614265566e+000	(-3.90541647185062e+001dB,2.00896325807668e-001°)
4.23642966049504e+000	(-3.90541644708172e+001dB,2.01359435829907e-001°)
4.24619563946275e+000	(-3.90541642219022e+001dB,2.01823613402529e-001°)
4.25598413133705e+000	(-3.90541639717557e+001dB,2.02288860986188e-001°)
4.26579518801555e+000	(-3.90541637207269e+001dB,2.02755181055710e-001°)
4.27562886151548e+000	(-3.90541634682791e+001dB,2.03222576070734e-001°)
4.28548520397401e+000	(-3.90541632148497e+001dB,2.03691048519507e-001°)
4.29536426764849e+000	(-3.90541629601676e+001dB,2.04160600879400e-001°)
4.30526610491672e+000	(-3.90541627043162e+001dB,2.04631235641523e-001°)
4.31519076827727e+000	(-3.90541624472014e+001dB,2.05102955299017e-001°)
4.32513831034970e+000	(-3.90541621889949e+001dB,2.05575762356834e-001°)
4.33510878387490e+000	(-3.90541619296028e+001dB,2.06049659319218e-001°)
4.34510224171533e+000	(-3.90541616690195e+001dB,2.06524648698590e-001°)
4.35511873685530e+000	(-3.90541614071509e+001dB,2.07000733010885e-001°)
4.36515832240127e+000	(-3.90541611441688e+001dB,2.07477914784183e-001°)
4.37522105158213e+000	(-3.90541608799789e+001dB,2.07956196546192e-001°)
4.38530697774946e+000	(-3.90541606144872e+001dB,2.08435580830177e-001°)
4.39541615437785e+000	(-3.90541603477766e+001dB,2.08916070179740e-001°)
4.40554863506514e+000	(-3.90541600798415e+001dB,2.09397667142119e-001°)
4.41570447353273e+000	(-3.90541598107647e+001dB,2.09880374272512e-001°)
4.42588372362587e+000	(-3.90541595403636e+001dB,2.10364194125606e-001°)
4.43608643931393e+000	(-3.90541592687209e+001dB,2.10849129268487e-001°)
4.44631267469069e+000	(-3.90541589958308e+001dB,2.11335182271883e-001°)
4.45656248397463e+000	(-3.90541587216878e+001dB,2.11822355712673e-001°)
4.46683592150923e+000	(-3.90541584462859e+001dB,2.12310652173317e-001°)
4.47713304176322e+000	(-3.90541581696194e+001dB,2.12800074242542e-001°)
4.48745389933092e+000	(-3.90541578915938e+001dB,2.13290624512796e-001°)
4.49779854893248e+000	(-3.90541576122919e+001dB,2.13782305586720e-001°)
4.50816704541420e+000	(-3.90541573318849e+001dB,2.14275120075221e-001°)
4.51855944374882e+000	(-3.90541570500126e+001dB,2.14769070582238e-001°)
4.52897579903580e+000	(-3.90541567668462e+001dB,2.15264159730625e-001°)
4.53941616650162e+000	(-3.90541564824684e+001dB,2.15760390147192e-001°)
4.54988060150008e+000	(-3.90541561966958e+001dB,2.16257764458272e-001°)
4.56036915951255e+000	(-3.90541559096998e+001dB,2.16756285304985e-001°)
4.57088189614834e+000	(-3.90541556212085e+001dB,2.17255955323486e-001°)
4.58141886714492e+000	(-3.90541553314814e+001dB,2.17756777169299e-001°)
4.59198012836827e+000	(-3.90541550404241e+001dB,2.18258753495214e-001°)
4.60256573581314e+000	(-3.90541547480302e+001dB,2.18761886962397e-001°)
4.61317574560338e+000	(-3.90541544542937e+001dB,2.19266180237996e-001°)
4.62381021399218e+000	(-3.90541541592084e+001dB,2.19771635995512e-001°)
4.63446919736246e+000	(-3.90541538626794e+001dB,2.20278256912260e-001°)
4.64515275222707e+000	(-3.90541535648776e+001dB,2.20786045678393e-001°)
4.65586093522917e+000	(-3.90541532656196e+001dB,2.21295004981357e-001°)
4.66659380314246e+000	(-3.90541529649877e+001dB,2.21805137521534e-001°)
4.67735141287156e+000	(-3.90541526630641e+001dB,2.22316446005668e-001°)
4.68813382145223e+000	(-3.90541523596653e+001dB,2.22828933139536e-001°)
4.69894108605173e+000	(-3.90541520548734e+001dB,2.23342601642561e-001°)
4.70977326396910e+000	(-3.90541517487706e+001dB,2.23857454239824e-001°)
4.72063041263548e+000	(-3.90541514409962e+001dB,2.24373493651728e-001°)
4.73151258961437e+000	(-3.90541511320751e+001dB,2.24890722627476e-001°)
4.74241985260201e+000	(-3.90541508215579e+001dB,2.25409143897761e-001°)
4.75335225942762e+000	(-3.90541505097037e+001dB,2.25928760217710e-001°)
4.76430986805372e+000	(-3.90541501964175e+001dB,2.26449574339472e-001°)
4.77529273657647e+000	(-3.90541498816926e+001dB,2.26971589024245e-001°)
4.78630092322595e+000	(-3.90541495654339e+001dB,2.27494807036848e-001°)
4.79733448636645e+000	(-3.90541492477231e+001dB,2.28019231153353e-001°)
4.80839348449685e+000	(-3.90541489286422e+001dB,2.28544864156273e-001°)
4.81947797625083e+000	(-3.90541486080073e+001dB,2.29071708827252e-001°)
4.83058802039728e+000	(-3.90541482859002e+001dB,2.29599767961733e-001°)
4.84172367584055e+000	(-3.90541479623141e+001dB,2.30129044359033e-001°)
4.85288500162076e+000	(-3.90541476371537e+001dB,2.30659540822469e-001°)
4.86407205691417e+000	(-3.90541473106777e+001dB,2.31191260171522e-001°)
4.87528490103341e+000	(-3.90541469826135e+001dB,2.31724205217839e-001°)
4.88652359342789e+000	(-3.90541466529544e+001dB,2.32258378786617e-001°)
4.89778819368401e+000	(-3.90541463218703e+001dB,2.32793783714527e-001°)
4.90907876152558e+000	(-3.90541459892658e+001dB,2.33330422837289e-001°)
4.92039535681405e+000	(-3.90541456550454e+001dB,2.33868298997364e-001°)
4.93173803954890e+000	(-3.90541453192904e+001dB,2.34407415048636e-001°)
4.94310686986790e+000	(-3.90541449819053e+001dB,2.34947773846608e-001°)
4.95450190804744e+000	(-3.90541446432372e+001dB,2.35489378265378e-001°)
4.96592321450290e+000	(-3.90541443027476e+001dB,2.36032231161719e-001°)
4.97737084978890e+000	(-3.90541439607835e+001dB,2.36576335423001e-001°)
4.98884487459966e+000	(-3.90541436171607e+001dB,2.37121693928745e-001°)
5.00034534976932e+000	(-3.90541432721374e+001dB,2.37668309577343e-001°)
5.01187233627226e+000	(-3.90541429254409e+001dB,2.38216185259265e-001°)
5.02342589522340e+000	(-3.90541425770637e+001dB,2.38765323878744e-001°)
5.03500608787858e+000	(-3.90541422271757e+001dB,2.39315728351843e-001°)
5.04661297563481e+000	(-3.90541418755922e+001dB,2.39867401591323e-001°)
5.05824662003067e+000	(-3.90541415223946e+001dB,2.40420346524274e-001°)
5.06990708274657e+000	(-3.90541411675753e+001dB,2.40974566081866e-001°)
5.08159442560513e+000	(-3.90541408111268e+001dB,2.41530063202033e-001°)
5.09330871057148e+000	(-3.90541404530417e+001dB,2.42086840829710e-001°)
5.10504999975359e+000	(-3.90541400934009e+001dB,2.42644901918853e-001°)
5.11681835540260e+000	(-3.90541397319311e+001dB,2.43204249420371e-001°)
5.12861383991317e+000	(-3.90541393688905e+001dB,2.43764886306838e-001°)
5.14043651582378e+000	(-3.90541390040056e+001dB,2.44326815542923e-001°)
5.15228644581708e+000	(-3.90541386376231e+001dB,2.44890040117511e-001°)
5.16416369272023e+000	(-3.90541382695580e+001dB,2.45454563011009e-001°)
5.17606831950519e+000	(-3.90541378998026e+001dB,2.46020387216288e-001°)
5.18800038928913e+000	(-3.90541375282606e+001dB,2.46587515730240e-001°)
5.19995996533467e+000	(-3.90541371550126e+001dB,2.47155951561945e-001°)
5.21194711105032e+000	(-3.90541367800509e+001dB,2.47725697724564e-001°)
5.22396188999071e+000	(-3.90541364033674e+001dB,2.48296757238412e-001°)
5.23600436585701e+000	(-3.90541360249542e+001dB,2.48869133130735e-001°)
5.24807460249723e+000	(-3.90541356447148e+001dB,2.49442828433370e-001°)
5.26017266390657e+000	(-3.90541352628184e+001dB,2.50017846192375e-001°)
5.27229861422773e+000	(-3.90541348791682e+001dB,2.50594189453567e-001°)
5.28445251775131e+000	(-3.90541344936676e+001dB,2.51171861269642e-001°)
5.29663443891608e+000	(-3.90541341063970e+001dB,2.51750864705332e-001°)
5.30884444230938e+000	(-3.90541337174369e+001dB,2.52331202832756e-001°)
5.32108259266744e+000	(-3.90541333266019e+001dB,2.52912878723011e-001°)
5.33334895487571e+000	(-3.90541329338838e+001dB,2.53495895459573e-001°)
5.34564359396921e+000	(-3.90541325394514e+001dB,2.54080256138352e-001°)
5.35796657513291e+000	(-3.90541321432078e+001dB,2.54665963854394e-001°)
5.37031796370202e+000	(-3.90541317451447e+001dB,2.55253021712676e-001°)
5.38269782516237e+000	(-3.90541313451650e+001dB,2.55841432822495e-001°)
5.39510622515077e+000	(-3.90541309432604e+001dB,2.56431200303172e-001°)
5.40754322945530e+000	(-3.90541305397767e+001dB,2.57022327291390e-001°)
5.42000890401573e+000	(-3.90541301342625e+001dB,2.57614816907805e-001°)
5.43250331492382e+000	(-3.90541297268863e+001dB,2.58208672298352e-001°)
5.44502652842370e+000	(-3.90541293177282e+001dB,2.58803896613859e-001°)
5.45757861091219e+000	(-3.90541289065138e+001dB,2.59400493001628e-001°)
5.47015962893920e+000	(-3.90541284935002e+001dB,2.59998464632200e-001°)
5.48276964920802e+000	(-3.90541280785900e+001dB,2.60597814672678e-001°)
5.49540873857572e+000	(-3.90541276616860e+001dB,2.61198546297706e-001°)
5.50807696405351e+000	(-3.90541272427794e+001dB,2.61800662691649e-001°)
5.52077439280705e+000	(-3.90541268222155e+001dB,2.62404167057052e-001°)
5.53350109215684e+000	(-3.90541263995426e+001dB,2.63009062579792e-001°)
5.54625712957858e+000	(-3.90541259749291e+001dB,2.63615352471741e-001°)
5.55904257270351e+000	(-3.90541255483660e+001dB,2.64223039946815e-001°)
5.57185748931877e+000	(-3.90541251198441e+001dB,2.64832128226446e-001°)
5.58470194736778e+000	(-3.90541246893546e+001dB,2.65442620539390e-001°)
5.59757601495057e+000	(-3.90541242567997e+001dB,2.66054520118989e-001°)
5.61047976032417e+000	(-3.90541238222589e+001dB,2.66667830211698e-001°)
5.62341325190295e+000	(-3.90541233858115e+001dB,2.67282554071532e-001°)
5.63637655825901e+000	(-3.90541229472714e+001dB,2.67898694951612e-001°)
5.64936974812249e+000	(-3.90541225068062e+001dB,2.68516256123503e-001°)
5.66239289038199e+000	(-3.90541220642297e+001dB,2.69135240855413e-001°)
5.67544605408493e+000	(-3.90541216196210e+001dB,2.69755652431124e-001°)
5.68852930843787e+000	(-3.90541211728822e+001dB,2.70377494136916e-001°)
5.70164272280693e+000	(-3.90541207241809e+001dB,2.71000769274660e-001°)
5.71478636671812e+000	(-3.90541202734193e+001dB,2.71625481145367e-001°)
5.72796030985774e+000	(-3.90541198204106e+001dB,2.72251633055095e-001°)
5.74116462207272e+000	(-3.90541193655880e+001dB,2.72879228337110e-001°)
5.75439937337102e+000	(-3.90541189084992e+001dB,2.73508270304065e-001°)
5.76766463392195e+000	(-3.90541184492232e+001dB,2.74138762293426e-001°)
5.78096047405663e+000	(-3.90541179880158e+001dB,2.74770707655759e-001°)
5.79428696426825e+000	(-3.90541175245132e+001dB,2.75404109729713e-001°)
5.80764417521256e+000	(-3.90541170589712e+001dB,2.76038971881321e-001°)
5.82103217770815e+000	(-3.90541165912914e+001dB,2.76675297473171e-001°)
5.83445104273689e+000	(-3.90541161213754e+001dB,2.77313089875418e-001°)
5.84790084144424e+000	(-3.90541156493905e+001dB,2.77952352474867e-001°)
5.86138164513972e+000	(-3.90541151751495e+001dB,2.78593088654155e-001°)
5.87489352529720e+000	(-3.90541146987310e+001dB,2.79235301812935e-001°)
5.88843655355532e+000	(-3.90541142201249e+001dB,2.79878995355210e-001°)
5.90201080171787e+000	(-3.90541137393212e+001dB,2.80524172693345e-001°)
5.91561634175417e+000	(-3.90541132562212e+001dB,2.81170837244420e-001°)
5.92925324579943e+000	(-3.90541127709917e+001dB,2.81818992441929e-001°)
5.94292158615515e+000	(-3.90541122834455e+001dB,2.82468641716118e-001°)
5.95662143528953e+000	(-3.90541117936608e+001dB,2.83119788513553e-001°)
5.97035286583779e+000	(-3.90541113016272e+001dB,2.83772436285646e-001°)
5.98411595060262e+000	(-3.90541108072458e+001dB,2.84426588489345e-001°)
5.99791076255451e+000	(-3.90541103107720e+001dB,2.85082248600797e-001°)
6.01173737483220e+000	(-3.90541098119294e+001dB,2.85739420086791e-001°)
6.02559586074299e+000	(-3.90541093107962e+001dB,2.86398106433979e-001°)
6.03948629376321e+000	(-3.90541088072733e+001dB,2.87058311130893e-001°)
6.05340874753855e+000	(-3.90541083014385e+001dB,2.87720037680174e-001°)
6.06736329588446e+000	(-3.90541077933697e+001dB,2.88383289592360e-001°)
6.08135001278659e+000	(-3.90541072827907e+001dB,2.89048070374439e-001°)
6.09536897240110e+000	(-3.90541067700447e+001dB,2.89714383562059e-001°)
6.10942024905512e+000	(-3.90541062547668e+001dB,2.90382232675474e-001°)
6.12350391724714e+000	(-3.90541057371233e+001dB,2.91051621260766e-001°)
6.13762005164734e+000	(-3.90541052172802e+001dB,2.91722552872138e-001°)
6.15176872709808e+000	(-3.90541046948725e+001dB,2.92395031054096e-001°)
6.16595001861422e+000	(-3.90541041700661e+001dB,2.93069059377252e-001°)
6.18016400138355e+000	(-3.90541036428502e+001dB,2.93744641414669e-001°)
6.19441075076721e+000	(-3.90541031132134e+001dB,2.94421780747275e-001°)
6.20869034230003e+000	(-3.90541025811447e+001dB,2.95100480964649e-001°)
6.22300285169098e+000	(-3.90541020465442e+001dB,2.95780745661099e-001°)
6.23734835482358e+000	(-3.90541015094893e+001dB,2.96462578445789e-001°)
6.25172692775624e+000	(-3.90541009700571e+001dB,2.97145982935932e-001°)
6.26613864672274e+000	(-3.90541004280593e+001dB,2.97830962748011e-001°)
6.28058358813256e+000	(-3.90540998836614e+001dB,2.98517521519069e-001°)
6.29506182857136e+000	(-3.90540993365862e+001dB,2.99205662879174e-001°)
6.30957344480131e+000	(-3.90540987871766e+001dB,2.99895390488131e-001°)
6.32411851376157e+000	(-3.90540982350667e+001dB,3.00586707989998e-001°)
6.33869711256864e+000	(-3.90540976804218e+001dB,3.01279619055154e-001°)
6.35330931851681e+000	(-3.90540971232304e+001dB,3.01974127356553e-001°)
6.36795520907853e+000	(-3.90540965635693e+001dB,3.02670236578852e-001°)
6.38263486190486e+000	(-3.90540960011609e+001dB,3.03367950402504e-001°)
6.39734835482585e+000	(-3.90540954363477e+001dB,3.04067272538354e-001°)
6.41209576585098e+000	(-3.90540948687634e+001dB,3.04768206680802e-001°)
6.42687717316956e+000	(-3.90540942986618e+001dB,3.05470756554651e-001°)
6.44169265515114e+000	(-3.90540937258537e+001dB,3.06174925877726e-001°)
6.45654229034592e+000	(-3.90540931504157e+001dB,3.06880718385668e-001°)
6.47142615748519e+000	(-3.90540925724240e+001dB,3.07588137822764e-001°)
6.48634433548174e+000	(-3.90540919916895e+001dB,3.08297187932642e-001°)
6.50129690343026e+000	(-3.90540914081999e+001dB,3.09007872473650e-001°)
6.51628394060778e+000	(-3.90540908221200e+001dB,3.09720195219176e-001°)
6.53130552647408e+000	(-3.90540902332602e+001dB,3.10434159938801e-001°)
6.54636174067210e+000	(-3.90540896417854e+001dB,3.11149770423258e-001°)
6.56145266302840e+000	(-3.90540890475058e+001dB,3.11867030459404e-001°)
6.57657837355355e+000	(-3.90540884504975e+001dB,3.12585943852309e-001°)
6.59173895244256e+000	(-3.90540878506595e+001dB,3.13306514409526e-001°)
6.60693448007530e+000	(-3.90540872481560e+001dB,3.14028745956891e-001°)
6.62216503701696e+000	(-3.90540866428859e+001dB,3.14752642319566e-001°)
6.63743070401843e+000	(-3.90540860346593e+001dB,3.15478207328168e-001°)
6.65273156201675e+000	(-3.90540854238176e+001dB,3.16205444841538e-001°)
6.66806769213556e+000	(-3.90540848099936e+001dB,3.16934358701427e-001°)
6.68343917568548e+000	(-3.90540841935287e+001dB,3.17664952784744e-001°)
6.69884609416460e+000	(-3.90540835740556e+001dB,3.18397230950811e-001°)
6.71428852925885e+000	(-3.90540829518269e+001dB,3.19131197090996e-001°)
6.72976656284251e+000	(-3.90540823266523e+001dB,3.19866855089196e-001°)
6.74528027697855e+000	(-3.90540816986959e+001dB,3.20604208851423e-001°)
6.76082975391914e+000	(-3.90540810677672e+001dB,3.21343262279545e-001°)
6.77641507610607e+000	(-3.90540804339415e+001dB,3.22084019294232e-001°)
6.79203632617117e+000	(-3.90540797971168e+001dB,3.22826483818335e-001°)
6.80769358693673e+000	(-3.90540791574569e+001dB,3.23570659794297e-001°)
6.82338694141601e+000	(-3.90540785147711e+001dB,3.24316551160048e-001°)
6.83911647281361e+000	(-3.90540778691344e+001dB,3.25064161872207e-001°)
6.85488226452593e+000	(-3.90540772205332e+001dB,3.25813495893636e-001°)
6.87068440014163e+000	(-3.90540765688653e+001dB,3.26564557192994e-001°)
6.88652296344207e+000	(-3.90540759142055e+001dB,3.27317349754603e-001°)
6.90239803840173e+000	(-3.90540752567170e+001dB,3.28071877575291e-001°)
6.91830970918867e+000	(-3.90540745960318e+001dB,3.28828144640931e-001°)
6.93425806016499e+000	(-3.90540739323131e+001dB,3.29586154967083e-001°)
6.95024317588727e+000	(-3.90540732655469e+001dB,3.30345912571292e-001°)
6.96626514110699e+000	(-3.90540725957190e+001dB,3.31107421480805e-001°)
6.98232404077101e+000	(-3.90540719226383e+001dB,3.31870685725222e-001°)
6.99841996002203e+000	(-3.90540712467333e+001dB,3.32635709367079e-001°)
7.01455298419901e+000	(-3.90540705674585e+001dB,3.33402496441021e-001°)
7.03072319883763e+000	(-3.90540698852422e+001dB,3.34171051028335e-001°)
7.04693068967076e+000	(-3.90540691998045e+001dB,3.34941377192712e-001°)
7.06317554262891e+000	(-3.90540685111308e+001dB,3.35713479016821e-001°)
7.07945784384066e+000	(-3.90540678193838e+001dB,3.36487360600374e-001°)
7.09577767963317e+000	(-3.90540671243718e+001dB,3.37263026038190e-001°)
