Freq.	V(n008)
1.14024978756110e+000	(6.68923413749191e+001dB,-2.03375471730834e-001°)
1.14287833478971e+000	(6.68923411223870e+001dB,-2.03844296661644e-001°)
1.14551294144547e+000	(6.68923408686919e+001dB,-2.04314202318215e-001°)
1.14815362149682e+000	(6.68923406138231e+001dB,-2.04785191191560e-001°)
1.15080038894437e+000	(6.68923403577811e+001dB,-2.05257265778699e-001°)
1.15345325782102e+000	(6.68923400990314e+001dB,-2.05730428546054e-001°)
1.15611224219203e+000	(6.68923398406202e+001dB,-2.06204682074225e-001°)
1.15877735615506e+000	(6.68923395810135e+001dB,-2.06680028841273e-001°)
1.16144861384027e+000	(6.68923393202113e+001dB,-2.07156471367315e-001°)
1.16412602941042e+000	(6.68923390582029e+001dB,-2.07634012178007e-001°)
1.16680961706089e+000	(6.68923387949871e+001dB,-2.08112653805070e-001°)
1.16949939101980e+000	(6.68923385305541e+001dB,-2.08592398785838e-001°)
1.17219536554806e+000	(6.68923382648971e+001dB,-2.09073249663581e-001°)
1.17489755493946e+000	(6.68923379980203e+001dB,-2.09555208987681e-001°)
1.17760597352074e+000	(6.68923377299092e+001dB,-2.10038279312957e-001°)
1.18032063565166e+000	(6.68923374605597e+001dB,-2.10522463200363e-001°)
1.18304155572509e+000	(6.68923371899704e+001dB,-2.11007763216820e-001°)
1.18576874816709e+000	(6.68923369181288e+001dB,-2.11494181934900e-001°)
1.18850222743695e+000	(6.68923366450336e+001dB,-2.11981721933374e-001°)
1.19124200802730e+000	(6.68923363691570e+001dB,-2.12470385759619e-001°)
1.19398810446420e+000	(6.68923360935343e+001dB,-2.12960176078498e-001°)
1.19674053130717e+000	(6.68923358166390e+001dB,-2.13451095449434e-001°)
1.19949930314931e+000	(6.68923355384694e+001dB,-2.13943146475052e-001°)
1.20226443461734e+000	(6.68923352590125e+001dB,-2.14436331763685e-001°)
1.20503594037173e+000	(6.68923349782628e+001dB,-2.14930653929874e-001°)
1.20781383510671e+000	(6.68923346962198e+001dB,-2.15426115594308e-001°)
1.21059813355041e+000	(6.68923344128758e+001dB,-2.15922719383535e-001°)
1.21338885046490e+000	(6.68923341282263e+001dB,-2.16420467930236e-001°)
1.21618600064630e+000	(6.68923338422607e+001dB,-2.16919363873014e-001°)
1.21898959892479e+000	(6.68923335549749e+001dB,-2.17419409856709e-001°)
1.22179966016480e+000	(6.68923332663625e+001dB,-2.17920608532206e-001°)
1.22461619926498e+000	(6.68923329764190e+001dB,-2.18422962556539e-001°)
1.22743923115833e+000	(6.68923326851363e+001dB,-2.18926474592786e-001°)
1.23026877081231e+000	(6.68923323909909e+001dB,-2.19431147271875e-001°)
1.23310483322884e+000	(6.68923320970135e+001dB,-2.19936983345846e-001°)
1.23594743344444e+000	(6.68923318016793e+001dB,-2.20443985458003e-001°)
1.23879658653029e+000	(6.68923315049820e+001dB,-2.20952156296100e-001°)
1.24165230759234e+000	(6.68923312069120e+001dB,-2.21461498554012e-001°)
1.24451461177131e+000	(6.68923309074692e+001dB,-2.21972014932046e-001°)
1.24738351424287e+000	(6.68923306066448e+001dB,-2.22483708136531e-001°)
1.25025903021764e+000	(6.68923303044317e+001dB,-2.22996580880067e-001°)
1.25314117494134e+000	(6.68923300008236e+001dB,-2.23510635881527e-001°)
1.25602996369480e+000	(6.68923296958146e+001dB,-2.24025875866061e-001°)
1.25892541179409e+000	(6.68923293893981e+001dB,-2.24542303565087e-001°)
1.26182753459059e+000	(6.68923290815661e+001dB,-2.25059921716277e-001°)
1.26473634747107e+000	(6.68923287707907e+001dB,-2.25578733024142e-001°)
1.26765186585777e+000	(6.68923284601121e+001dB,-2.26098740318061e-001°)
1.27057410520846e+000	(6.68923281479981e+001dB,-2.26619946315192e-001°)
1.27350308101658e+000	(6.68923278344415e+001dB,-2.27142353778556e-001°)
1.27643880881127e+000	(6.68923275194396e+001dB,-2.27665965477658e-001°)
1.27938130415745e+000	(6.68923272029812e+001dB,-2.28190784188169e-001°)
1.28233058265594e+000	(6.68923268850655e+001dB,-2.28716812692430e-001°)
1.28528665994354e+000	(6.68923265656817e+001dB,-2.29244053778929e-001°)
1.28824955169305e+000	(6.68923262448248e+001dB,-2.29772510242734e-001°)
1.29121927361345e+000	(6.68923259224870e+001dB,-2.30302184885288e-001°)
1.29419584144991e+000	(6.68923255986606e+001dB,-2.30833080514484e-001°)
1.29717927098388e+000	(6.68923252733374e+001dB,-2.31365199944675e-001°)
1.30016957803321e+000	(6.68923249449925e+001dB,-2.31898545956216e-001°)
1.30316677845222e+000	(6.68923246166615e+001dB,-2.32433121457618e-001°)
1.30617088813176e+000	(6.68923242868124e+001dB,-2.32968929242155e-001°)
1.30918192299933e+000	(6.68923239554408e+001dB,-2.33505972150318e-001°)
1.31219989901912e+000	(6.68923236225428e+001dB,-2.34044253029164e-001°)
1.31522483219216e+000	(6.68923232881075e+001dB,-2.34583774732120e-001°)
1.31825673855633e+000	(6.68923229521293e+001dB,-2.35124540119334e-001°)
1.32129563418649e+000	(6.68923226145985e+001dB,-2.35666552057438e-001°)
1.32434153519458e+000	(6.68923222755114e+001dB,-2.36209813419826e-001°)
1.32739445772966e+000	(6.68923219348588e+001dB,-2.36754327086375e-001°)
1.33045441797801e+000	(6.68923215926315e+001dB,-2.37300095943594e-001°)
1.33352143216324e+000	(6.68923212473058e+001dB,-2.37847122843173e-001°)
1.33659551654636e+000	(6.68923209019091e+001dB,-2.38395410768000e-001°)
1.33967668742585e+000	(6.68923205549242e+001dB,-2.38944962583392e-001°)
1.34276496113778e+000	(6.68923202063375e+001dB,-2.39495781202438e-001°)
1.34586035405586e+000	(6.68923198561383e+001dB,-2.40047869545033e-001°)
1.34896288259157e+000	(6.68923195043270e+001dB,-2.40601230538096e-001°)
1.35207256319419e+000	(6.68923191508880e+001dB,-2.41155867114855e-001°)
1.35518941235095e+000	(6.68923187958217e+001dB,-2.41711782215737e-001°)
1.35831344658707e+000	(6.68923184391118e+001dB,-2.42268978787495e-001°)
1.36144468246587e+000	(6.68923180807601e+001dB,-2.42827459784161e-001°)
1.36458313658884e+000	(6.68923177207510e+001dB,-2.43387228166102e-001°)
1.36772882559576e+000	(6.68923173567978e+001dB,-2.43948286836719e-001°)
1.37088176616477e+000	(6.68923169934578e+001dB,-2.44510638898315e-001°)
1.37404197501243e+000	(6.68923166284402e+001dB,-2.45074287268023e-001°)
1.37720946889386e+000	(6.68923162617409e+001dB,-2.45639234933914e-001°)
1.38038426460280e+000	(6.68923158933474e+001dB,-2.46205484890710e-001°)
1.38356637897169e+000	(6.68923155232526e+001dB,-2.46773040140194e-001°)
1.38675582887180e+000	(6.68923151514527e+001dB,-2.47341903691152e-001°)
1.38995263121327e+000	(6.68923147779332e+001dB,-2.47912078559010e-001°)
1.39315680294522e+000	(6.68923144026902e+001dB,-2.48483567766440e-001°)
1.39636836105585e+000	(6.68923140257152e+001dB,-2.49056374342947e-001°)
1.39958732257253e+000	(6.68923136462382e+001dB,-2.49630501303144e-001°)
1.40281370456187e+000	(6.68923132657754e+001dB,-2.50205951734282e-001°)
1.40604752412983e+000	(6.68923128835559e+001dB,-2.50782728665009e-001°)
1.40928879842179e+000	(6.68923124995765e+001dB,-2.51360835153010e-001°)
1.41253754462266e+000	(6.68923121138208e+001dB,-2.51940274262639e-001°)
1.41579377995699e+000	(6.68923117255239e+001dB,-2.52521049043556e-001°)
1.41905752168900e+000	(6.68923113361994e+001dB,-2.53103162618677e-001°)
1.42232878712273e+000	(6.68923109450778e+001dB,-2.53686618051755e-001°)
1.42560759360210e+000	(6.68923105521509e+001dB,-2.54271418435732e-001°)
1.42889395851101e+000	(6.68923101574107e+001dB,-2.54857566870681e-001°)
1.43218789927345e+000	(6.68923097593264e+001dB,-2.55445066419039e-001°)
1.43548943335356e+000	(6.68923093609340e+001dB,-2.56033920284606e-001°)
1.43879857825575e+000	(6.68923089607029e+001dB,-2.56624131544270e-001°)
1.44211535152478e+000	(6.68923085586240e+001dB,-2.57215703326752e-001°)
1.44543977074583e+000	(6.68923081546893e+001dB,-2.57808638768017e-001°)
1.44877185354467e+000	(6.68923077488901e+001dB,-2.58402941011238e-001°)
1.45211161758765e+000	(6.68923073412181e+001dB,-2.58998613206843e-001°)
1.45545908058187e+000	(6.68923069316620e+001dB,-2.59595658512437e-001°)
1.45881426027525e+000	(6.68923065202177e+001dB,-2.60194080093107e-001°)
1.46217717445662e+000	(6.68923061053515e+001dB,-2.60793881075319e-001°)
1.46554784095582e+000	(6.68923056901013e+001dB,-2.61395064730004e-001°)
1.46892627764377e+000	(6.68923052729340e+001dB,-2.61997634198385e-001°)
1.47231250243262e+000	(6.68923048538388e+001dB,-2.62601592674634e-001°)
1.47570653327580e+000	(6.68923044328107e+001dB,-2.63206943360456e-001°)
1.47910838816811e+000	(6.68923040098411e+001dB,-2.63813689464836e-001°)
1.48251808514586e+000	(6.68923035849148e+001dB,-2.64421834203945e-001°)
1.48593564228691e+000	(6.68923031580314e+001dB,-2.65031380801818e-001°)
1.48936107771082e+000	(6.68923027291740e+001dB,-2.65642332489420e-001°)
1.49279440957890e+000	(6.68923022968180e+001dB,-2.66254692458949e-001°)
1.49623565609434e+000	(6.68923018639957e+001dB,-2.66868464049632e-001°)
1.49968483550228e+000	(6.68923014291758e+001dB,-2.67483650468521e-001°)
1.50314196608993e+000	(6.68923009923458e+001dB,-2.68100254976594e-001°)
1.50660706618664e+000	(6.68923005535023e+001dB,-2.68718280842646e-001°)
1.51008015416405e+000	(6.68923001126313e+001dB,-2.69337731342661e-001°)
1.51356124843611e+000	(6.68922996697249e+001dB,-2.69958609760375e-001°)
1.51705036745924e+000	(6.68922992247769e+001dB,-2.70580919387136e-001°)
1.52054752973240e+000	(6.68922987777760e+001dB,-2.71204663521724e-001°)
1.52405275379719e+000	(6.68922983264247e+001dB,-2.71829845398973e-001°)
1.52756605823797e+000	(6.68922978752875e+001dB,-2.72456468475924e-001°)
1.53108746168193e+000	(6.68922974220651e+001dB,-2.73084536002769e-001°)
1.53461698279919e+000	(6.68922969667537e+001dB,-2.73714051309048e-001°)
1.53815464030293e+000	(6.68922965093353e+001dB,-2.74345017731509e-001°)
1.54170045294946e+000	(6.68922960498113e+001dB,-2.74977438615215e-001°)
1.54525443953831e+000	(6.68922955881634e+001dB,-2.75611317312313e-001°)
1.54881661891238e+000	(6.68922951243875e+001dB,-2.76246657183125e-001°)
1.55238700995798e+000	(6.68922946577071e+001dB,-2.76883461571094e-001°)
1.55596563160497e+000	(6.68922941896369e+001dB,-2.77521733900409e-001°)
1.55955250282685e+000	(6.68922937194097e+001dB,-2.78161477530407e-001°)
1.56314764264085e+000	(6.68922932470060e+001dB,-2.78802695852007e-001°)
1.56675107010805e+000	(6.68922927724254e+001dB,-2.79445392264548e-001°)
1.57036280433345e+000	(6.68922922956569e+001dB,-2.80089570174864e-001°)
1.57398286446612e+000	(6.68922918166853e+001dB,-2.80735232997507e-001°)
1.57761126969925e+000	(6.68922913355026e+001dB,-2.81382384155134e-001°)
1.58124803927028e+000	(6.68922908505790e+001dB,-2.82031027028876e-001°)
1.58489319246101e+000	(6.68922903649450e+001dB,-2.82681165155720e-001°)
1.58854674859767e+000	(6.68922898770683e+001dB,-2.83332801932663e-001°)
1.59220872705107e+000	(6.68922893869376e+001dB,-2.83985940813911e-001°)
1.59587914723663e+000	(6.68922888945473e+001dB,-2.84640585261821e-001°)
1.59955802861456e+000	(6.68922883998846e+001dB,-2.85296738746491e-001°)
1.60324539068994e+000	(6.68922879029411e+001dB,-2.85954404746166e-001°)
1.60694125301277e+000	(6.68922874037013e+001dB,-2.86613586746861e-001°)
1.61064563517816e+000	(6.68922868998744e+001dB,-2.87274288167390e-001°)
1.61435855682638e+000	(6.68922863960121e+001dB,-2.87936512660735e-001°)
1.61808003764296e+000	(6.68922858898278e+001dB,-2.88600263662141e-001°)
1.62181009735882e+000	(6.68922853813074e+001dB,-2.89265544689923e-001°)
1.62554875575038e+000	(6.68922848704393e+001dB,-2.89932359270598e-001°)
1.62929603263961e+000	(6.68922843572134e+001dB,-2.90600710938843e-001°)
1.63305194789423e+000	(6.68922838416189e+001dB,-2.91270603237473e-001°)
1.63681652142770e+000	(6.68922833228807e+001dB,-2.91942039691771e-001°)
1.64058977319943e+000	(6.68922828025120e+001dB,-2.92615023912063e-001°)
1.64437172321482e+000	(6.68922822797457e+001dB,-2.93289559440345e-001°)
1.64816239152540e+000	(6.68922817545670e+001dB,-2.93965649852063e-001°)
1.65196179822891e+000	(6.68922812269626e+001dB,-2.94643298730962e-001°)
1.65576996346942e+000	(6.68922806969233e+001dB,-2.95322509669170e-001°)
1.65958690743745e+000	(6.68922801644359e+001dB,-2.96003286266972e-001°)
1.66341265037006e+000	(6.68922796294934e+001dB,-2.96685632133153e-001°)
1.66724721255095e+000	(6.68922790905558e+001dB,-2.97369550832335e-001°)
1.67109061431060e+000	(6.68922785506616e+001dB,-2.98055046094097e-001°)
1.67494287602633e+000	(6.68922780082769e+001dB,-2.98742121500089e-001°)
1.67880401812245e+000	(6.68922774633885e+001dB,-2.99430780692263e-001°)
1.68267406107036e+000	(6.68922769159833e+001dB,-3.00121027320973e-001°)
1.68655302538863e+000	(6.68922763660545e+001dB,-3.00812865045203e-001°)
1.69044093164315e+000	(6.68922758112968e+001dB,-3.01506297452586e-001°)
1.69433780044722e+000	(6.68922752562796e+001dB,-3.02201328377656e-001°)
1.69824365246163e+000	(6.68922746987010e+001dB,-3.02897961425260e-001°)
1.70215850839484e+000	(6.68922741385449e+001dB,-3.03596200287916e-001°)
1.70608238900301e+000	(6.68922735758047e+001dB,-3.04296048666966e-001°)
1.71001531509017e+000	(6.68922730104690e+001dB,-3.04997510272116e-001°)
1.71395730750831e+000	(6.68922724425183e+001dB,-3.05700588821349e-001°)
1.71790838715747e+000	(6.68922718711905e+001dB,-3.06405288015008e-001°)
1.72186857498589e+000	(6.68922712979881e+001dB,-3.07111611641847e-001°)
1.72583789199009e+000	(6.68922707221398e+001dB,-3.07819563419158e-001°)
1.72981635921499e+000	(6.68922701436368e+001dB,-3.08529147099675e-001°)
1.73380399775402e+000	(6.68922695624609e+001dB,-3.09240366444470e-001°)
1.73780082874926e+000	(6.68922689785990e+001dB,-3.09953225223447e-001°)
1.74180687339150e+000	(6.68922683920453e+001dB,-3.10667727215460e-001°)
1.74582215292039e+000	(6.68922678012663e+001dB,-3.11383876153324e-001°)
1.74984668862454e+000	(6.68922672092863e+001dB,-3.12101675941823e-001°)
1.75388050184164e+000	(6.68922666145732e+001dB,-3.12821130331413e-001°)
1.75792361395857e+000	(6.68922660171159e+001dB,-3.13542243135720e-001°)
1.76197604641151e+000	(6.68922654168977e+001dB,-3.14265018176951e-001°)
1.76603782068604e+000	(6.68922648139126e+001dB,-3.14989459286510e-001°)
1.77010895831730e+000	(6.68922642066215e+001dB,-3.15715570248912e-001°)
1.77418948089005e+000	(6.68922635980573e+001dB,-3.16443355023564e-001°)
1.77827941003880e+000	(6.68922629866835e+001dB,-3.17172817412922e-001°)
1.78237876744797e+000	(6.68922623724887e+001dB,-3.17903961283633e-001°)
1.78648757485193e+000	(6.68922617554560e+001dB,-3.18636790511053e-001°)
1.79060585403517e+000	(6.68922611355784e+001dB,-3.19371308979837e-001°)
1.79473362683240e+000	(6.68922605113177e+001dB,-3.20107520527162e-001°)
1.79887091512867e+000	(6.68922598857044e+001dB,-3.20845429167415e-001°)
1.80301774085945e+000	(6.68922592572006e+001dB,-3.21585038755871e-001°)
1.80717412601080e+000	(6.68922586257999e+001dB,-3.22326353213149e-001°)
1.81134009261948e+000	(6.68922579914814e+001dB,-3.23069376468341e-001°)
1.81551566277301e+000	(6.68922573542380e+001dB,-3.23814112460128e-001°)
1.81970085860986e+000	(6.68922567125279e+001dB,-3.24560565078910e-001°)
1.82389570231951e+000	(6.68922560693882e+001dB,-3.25308738395153e-001°)
1.82810021614262e+000	(6.68922554232807e+001dB,-3.26058636317742e-001°)
1.83231442237109e+000	(6.68922547741849e+001dB,-3.26810262821278e-001°)
1.83653834334822e+000	(6.68922541220995e+001dB,-3.27563621890240e-001°)
1.84077200146883e+000	(6.68922534670007e+001dB,-3.28318717517449e-001°)
1.84501541917935e+000	(6.68922528073584e+001dB,-3.29075553647856e-001°)
1.84926861897795e+000	(6.68922521461988e+001dB,-3.29834134408120e-001°)
1.85353162341468e+000	(6.68922514819879e+001dB,-3.30594463761642e-001°)
1.85780445509157e+000	(6.68922508147110e+001dB,-3.31356545738519e-001°)
1.86208713666274e+000	(6.68922501443572e+001dB,-3.32120384378278e-001°)
1.86637969083454e+000	(6.68922494709071e+001dB,-3.32885983729437e-001°)
1.87068214036567e+000	(6.68922487928253e+001dB,-3.33653347791597e-001°)
1.87499450806729e+000	(6.68922481131440e+001dB,-3.34422480749040e-001°)
1.87931681680314e+000	(6.68922474303255e+001dB,-3.35193386620144e-001°)
1.88364908948967e+000	(6.68922467443547e+001dB,-3.35966069491037e-001°)
1.88799134909616e+000	(6.68922460552186e+001dB,-3.36740533457340e-001°)
1.89234361864484e+000	(6.68922453613816e+001dB,-3.37516782564950e-001°)
1.89670592121101e+000	(6.68922446658661e+001dB,-3.38294821046204e-001°)
1.90107827992317e+000	(6.68922439671447e+001dB,-3.39074652966392e-001°)
1.90546071796311e+000	(6.68922432651970e+001dB,-3.39856282458735e-001°)
1.90985325856611e+000	(6.68922425600094e+001dB,-3.40639713666238e-001°)
1.91425592502095e+000	(6.68922418515667e+001dB,-3.41424950741395e-001°)
1.91866874067016e+000	(6.68922411383304e+001dB,-3.42211997786253e-001°)
1.92309172891002e+000	(6.68922404233340e+001dB,-3.43000859092443e-001°)
1.92752491319080e+000	(6.68922397050368e+001dB,-3.43791538781267e-001°)
1.93196831701679e+000	(6.68922389834247e+001dB,-3.44584041043669e-001°)
1.93642196394647e+000	(6.68922382584813e+001dB,-3.45378370080161e-001°)
1.94088587759264e+000	(6.68922375286680e+001dB,-3.46174530040268e-001°)
1.94536008162253e+000	(6.68922367970150e+001dB,-3.46972525265159e-001°)
1.94984459975791e+000	(6.68922360619879e+001dB,-3.47772359924101e-001°)
1.95433945577526e+000	(6.68922353235683e+001dB,-3.48574038256376e-001°)
1.95884467350585e+000	(6.68922345817405e+001dB,-3.49377564511148e-001°)
1.96336027683591e+000	(6.68922338341998e+001dB,-3.50182942855082e-001°)
1.96788628970671e+000	(6.68922330855084e+001dB,-3.50990177741298e-001°)
1.97242273611471e+000	(6.68922323333585e+001dB,-3.51799273356202e-001°)
1.97696964011172e+000	(6.68922315777400e+001dB,-3.52610233988491e-001°)
1.98152702580496e+000	(6.68922308186287e+001dB,-3.53423063936159e-001°)
1.98609491735723e+000	(6.68922300552573e+001dB,-3.54237767476807e-001°)
1.99067333898705e+000	(6.68922292891252e+001dB,-3.55054348990332e-001°)
1.99526231496874e+000	(6.68922285194591e+001dB,-3.55872812774042e-001°)
1.99986186963260e+000	(6.68922277462381e+001dB,-3.56693163165821e-001°)
2.00447202736502e+000	(6.68922269694487e+001dB,-3.57515404513863e-001°)
2.00909281260859e+000	(6.68922261875520e+001dB,-3.58339541113446e-001°)
2.01372424986225e+000	(6.68922254035749e+001dB,-3.59165577458109e-001°)
2.01836636368142e+000	(6.68922246159791e+001dB,-3.59993517863411e-001°)
2.02301917867813e+000	(6.68922238247492e+001dB,-3.60823366717675e-001°)
2.02768271952114e+000	(6.68922230298672e+001dB,-3.61655128419242e-001°)
2.03235701093608e+000	(6.68922222290332e+001dB,-3.62488807281348e-001°)
2.03704207770557e+000	(6.68922214267965e+001dB,-3.63324407913001e-001°)
2.04173794466938e+000	(6.68922206208577e+001dB,-3.64161934648026e-001°)
2.04644463672453e+000	(6.68922198111957e+001dB,-3.65001391925302e-001°)
2.05116217882542e+000	(6.68922189970376e+001dB,-3.65842784162277e-001°)
2.05589059598400e+000	(6.68922181798874e+001dB,-3.66686115882481e-001°)
2.06062991326985e+000	(6.68922173589662e+001dB,-3.67531391523703e-001°)
2.06538015581038e+000	(6.68922165342525e+001dB,-3.68378615565875e-001°)
2.07014134879089e+000	(6.68922157057351e+001dB,-3.69227792499670e-001°)
2.07491351745476e+000	(6.68922148718686e+001dB,-3.70078926760761e-001°)
2.07969668710355e+000	(6.68922140356863e+001dB,-3.70932022990112e-001°)
2.08449088309714e+000	(6.68922131956416e+001dB,-3.71787085644249e-001°)
2.08929613085389e+000	(6.68922123517225e+001dB,-3.72644119255361e-001°)
2.09411245585074e+000	(6.68922115039048e+001dB,-3.73503128365538e-001°)
2.09893988362337e+000	(6.68922106506542e+001dB,-3.74364117462278e-001°)
2.10377843976632e+000	(6.68922097949897e+001dB,-3.75227091239640e-001°)
2.10862814993314e+000	(6.68922089353821e+001dB,-3.76092054206491e-001°)
2.11348903983649e+000	(6.68922080718059e+001dB,-3.76959010946880e-001°)
2.11836113524835e+000	(6.68922072027206e+001dB,-3.77827965989529e-001°)
2.12324446200007e+000	(6.68922063311492e+001dB,-3.78698924072099e-001°)
2.12813904598256e+000	(6.68922054555611e+001dB,-3.79571889745090e-001°)
2.13304491314642e+000	(6.68922045759291e+001dB,-3.80446867634878e-001°)
2.13796208950208e+000	(6.68922036907152e+001dB,-3.81323862312181e-001°)
2.14289060111990e+000	(6.68922028029442e+001dB,-3.82202878558550e-001°)
2.14783047413038e+000	(6.68922019110765e+001dB,-3.83083920966179e-001°)
2.15278173472422e+000	(6.68922010150914e+001dB,-3.83966994204520e-001°)
2.15774440915251e+000	(6.68922001149721e+001dB,-3.84852102953960e-001°)
2.16271852372686e+000	(6.68921992091721e+001dB,-3.85739251837741e-001°)
2.16770410481954e+000	(6.68921983007245e+001dB,-3.86628445693125e-001°)
2.17270117886359e+000	(6.68921973880837e+001dB,-3.87519689165189e-001°)
2.17770977235300e+000	(6.68921964712303e+001dB,-3.88412986977493e-001°)
2.18272991184284e+000	(6.68921955486203e+001dB,-3.89308343796144e-001°)
2.18776162394939e+000	(6.68921946232839e+001dB,-3.90205764503021e-001°)
2.19280493535029e+000	(6.68921936936765e+001dB,-3.91105253786206e-001°)
2.19785987278467e+000	(6.68921927597800e+001dB,-3.92006816412991e-001°)
2.20292646305330e+000	(6.68921918200462e+001dB,-3.92910457092460e-001°)
2.20800473301874e+000	(6.68921908775054e+001dB,-3.93816180751646e-001°)
2.21309470960548e+000	(6.68921899306175e+001dB,-3.94723992122182e-001°)
2.21819641980006e+000	(6.68921889793567e+001dB,-3.95633896015118e-001°)
2.22330989065124e+000	(6.68921880221811e+001dB,-3.96545897183366e-001°)
2.22843514927014e+000	(6.68921870621220e+001dB,-3.97460000599569e-001°)
2.23357222283037e+000	(6.68921860976278e+001dB,-3.98376211038604e-001°)
2.23872113856818e+000	(6.68921851286825e+001dB,-3.99294533356460e-001°)
2.24388192378260e+000	(6.68921841537424e+001dB,-4.00214972349925e-001°)
2.24905460583562e+000	(6.68921831758329e+001dB,-4.01137533037356e-001°)
2.25423921215226e+000	(6.68921821934130e+001dB,-4.02062220238286e-001°)
2.25943577022081e+000	(6.68921812064515e+001dB,-4.02989038852905e-001°)
2.26464430759289e+000	(6.68921802126550e+001dB,-4.03917993687494e-001°)
2.26986485188366e+000	(6.68921792165656e+001dB,-4.04849089877282e-001°)
2.27509743077190e+000	(6.68921782158786e+001dB,-4.05782332250934e-001°)
2.28034207200025e+000	(6.68921772098116e+001dB,-4.06717725718785e-001°)
2.28559880337526e+000	(6.68921761998672e+001dB,-4.07655275309476e-001°)
2.29086765276760e+000	(6.68921751852573e+001dB,-4.08594985955978e-001°)
2.29614864811219e+000	(6.68921741659677e+001dB,-4.09536862638870e-001°)
2.30144181740834e+000	(6.68921731404518e+001dB,-4.10480910277780e-001°)
2.30674718871990e+000	(6.68921721117288e+001dB,-4.11427134019443e-001°)
2.31206479017542e+000	(6.68921710782581e+001dB,-4.12375538806975e-001°)
2.31739464996831e+000	(6.68921700400205e+001dB,-4.13326129666775e-001°)
2.32273679635694e+000	(6.68921689947071e+001dB,-4.14278911527612e-001°)
2.32809125766484e+000	(6.68921679468579e+001dB,-4.15233889656280e-001°)
2.33345806228083e+000	(6.68921668941773e+001dB,-4.16191069005669e-001°)
2.33883723865918e+000	(6.68921658358770e+001dB,-4.17150454611732e-001°)
2.34422881531975e+000	(6.68921647734549e+001dB,-4.18112051631817e-001°)
2.34963282084813e+000	(6.68921637061284e+001dB,-4.19075865125623e-001°)
2.35504928389583e+000	(6.68921626338759e+001dB,-4.20041900201068e-001°)
2.36047823318040e+000	(6.68921615551559e+001dB,-4.21010161904163e-001°)
2.36591969748558e+000	(6.68921604729803e+001dB,-4.21980655513242e-001°)
2.37137370566148e+000	(6.68921593858125e+001dB,-4.22953386098348e-001°)
2.37684028662470e+000	(6.68921582921047e+001dB,-4.23928358740140e-001°)
2.38231946935851e+000	(6.68921571948798e+001dB,-4.24905578754061e-001°)
2.38781128291300e+000	(6.68921560925889e+001dB,-4.25885051244676e-001°)
2.39331575640521e+000	(6.68921549852115e+001dB,-4.26866781402900e-001°)
2.39883291901931e+000	(6.68921538711976e+001dB,-4.27850774356265e-001°)
2.40436280000675e+000	(6.68921527535740e+001dB,-4.28837035469574e-001°)
2.40990542868641e+000	(6.68921516307928e+001dB,-4.29825569894638e-001°)
2.41546083444476e+000	(6.68921505013041e+001dB,-4.30816382794523e-001°)
2.42102904673600e+000	(6.68921493681340e+001dB,-4.31809479571154e-001°)
2.42661009508223e+000	(6.68921482297317e+001dB,-4.32804865411891e-001°)
2.43220400907363e+000	(6.68921470860744e+001dB,-4.33802545591835e-001°)
2.43781081836857e+000	(6.68921459356189e+001dB,-4.34802525322130e-001°)
2.44343055269379e+000	(6.68921447813815e+001dB,-4.35804810054169e-001°)
2.44906324184456e+000	(6.68921436218162e+001dB,-4.36809405023522e-001°)
2.45470891568485e+000	(6.68921424546166e+001dB,-4.37816315438967e-001°)
2.46036760414744e+000	(6.68921412843265e+001dB,-4.38825546866572e-001°)
2.46603933723415e+000	(6.68921401086286e+001dB,-4.39837104539378e-001°)
2.47172414501594e+000	(6.68921389259866e+001dB,-4.40850993741337e-001°)
2.47742205763310e+000	(6.68921377394145e+001dB,-4.41867219999517e-001°)
2.48313310529538e+000	(6.68921365473634e+001dB,-4.42885788622128e-001°)
2.48885731828220e+000	(6.68921353482929e+001dB,-4.43906704929520e-001°)
2.49459472694277e+000	(6.68921341452154e+001dB,-4.44929974486962e-001°)
2.50034536169624e+000	(6.68921329365815e+001dB,-4.45955602639413e-001°)
2.50610925303192e+000	(6.68921317208502e+001dB,-4.46983594744047e-001°)
2.51188643150939e+000	(6.68921305010377e+001dB,-4.48013956404880e-001°)
2.51767692775866e+000	(6.68921292755912e+001dB,-4.49046693003733e-001°)
2.52348077248038e+000	(6.68921280429698e+001dB,-4.50081809934886e-001°)
2.52929799644595e+000	(6.68921268061871e+001dB,-4.51119312841053e-001°)
2.53512863049771e+000	(6.68921255636944e+001dB,-4.52159207141540e-001°)
2.54097270554911e+000	(6.68921243154710e+001dB,-4.53201498347313e-001°)
2.54683025258485e+000	(6.68921230599631e+001dB,-4.54246191901867e-001°)
2.55270130266105e+000	(6.68921218001882e+001dB,-4.55293293500305e-001°)
2.55858588690545e+000	(6.68921205346017e+001dB,-4.56342808612254e-001°)
2.56448403651752e+000	(6.68921192616457e+001dB,-4.57394742718699e-001°)
2.57039578276867e+000	(6.68921179843500e+001dB,-4.58449101554831e-001°)
2.57632115700238e+000	(6.68921166996340e+001dB,-4.59505890546930e-001°)
2.58226019063440e+000	(6.68921154105146e+001dB,-4.60565115455959e-001°)
2.58821291515289e+000	(6.68921141154500e+001dB,-4.61626781814986e-001°)
2.59417936211861e+000	(6.68921128128881e+001dB,-4.62690895168744e-001°)
