Freq.	V(n001)/-I(I2)
9.03649473722254e-001	(1.19299540352068e+002dB,-7.56580457437779e-003°)
9.05732600898153e-001	(1.19299540325486e+002dB,-7.58324456279760e-003°)
9.07820530178138e-001	(1.19299540298781e+002dB,-7.60072474766640e-003°)
9.09913272632204e-001	(1.19299540271953e+002dB,-7.61824522159694e-003°)
9.12010839355862e-001	(1.19299540245001e+002dB,-7.63580607741523e-003°)
9.14113241470202e-001	(1.19299540217917e+002dB,-7.65340740756640e-003°)
9.16220490121952e-001	(1.19299540190716e+002dB,-7.67104930650090e-003°)
9.18332596483533e-001	(1.19299540163389e+002dB,-7.68873186708242e-003°)
9.20449571753123e-001	(1.19299540135936e+002dB,-7.70645518301906e-003°)
9.22571427154715e-001	(1.19299540108357e+002dB,-7.72421934819702e-003°)
9.24698173938174e-001	(1.19299540080650e+002dB,-7.74202445673509e-003°)
9.26829823379301e-001	(1.19299540052815e+002dB,-7.75987060296984e-003°)
9.28966386779888e-001	(1.19299540024852e+002dB,-7.77775788144660e-003°)
9.31107875467781e-001	(1.19299539996760e+002dB,-7.79568638694267e-003°)
9.33254300796942e-001	(1.19299539968538e+002dB,-7.81365621443356e-003°)
9.35405674147503e-001	(1.19299539940185e+002dB,-7.83166745913329e-003°)
9.37562006925831e-001	(1.19299539911667e+002dB,-7.84972021369602e-003°)
9.39723310564588e-001	(1.19299539883052e+002dB,-7.86781457929457e-003°)
9.41889596522791e-001	(1.19299539854306e+002dB,-7.88595064903036e-003°)
9.44060876285873e-001	(1.19299539825426e+002dB,-7.90412851898856e-003°)
9.46237161365743e-001	(1.19299539796414e+002dB,-7.92234828547696e-003°)
9.48418463300847e-001	(1.19299539767267e+002dB,-7.94061004501991e-003°)
9.50604793656231e-001	(1.19299539737986e+002dB,-7.95891389437018e-003°)
9.52796164023601e-001	(1.19299539708570e+002dB,-7.97725993049690e-003°)
9.54992586021385e-001	(1.19299539679018e+002dB,-7.99564825059952e-003°)
9.57194071294793e-001	(1.19299539649330e+002dB,-8.01407895209266e-003°)
9.59400631515882e-001	(1.19299539619505e+002dB,-8.03255213262419e-003°)
9.61612278383613e-001	(1.19299539589494e+002dB,-8.05106788626453e-003°)
9.63829023623919e-001	(1.19299539559393e+002dB,-8.06962631868963e-003°)
9.66050878989762e-001	(1.19299539529152e+002dB,-8.08822752442927e-003°)
9.68277856261197e-001	(1.19299539498773e+002dB,-8.10687160203311e-003°)
9.70509967245438e-001	(1.19299539468252e+002dB,-8.12555865026618e-003°)
9.72747223776913e-001	(1.19299539437592e+002dB,-8.14428876813601e-003°)
9.74989637717335e-001	(1.19299539406789e+002dB,-8.16306205486184e-003°)
9.77237220955758e-001	(1.19299539375845e+002dB,-8.18187860990622e-003°)
9.79489985408646e-001	(1.19299539344757e+002dB,-8.20073853295046e-003°)
9.81747943019932e-001	(1.19299539313527e+002dB,-8.21964192390658e-003°)
9.84011105761081e-001	(1.19299539282104e+002dB,-8.23858887904605e-003°)
9.86279485631157e-001	(1.19299539250584e+002dB,-8.25757950648081e-003°)
9.88553094656885e-001	(1.19299539218919e+002dB,-8.27661390295254e-003°)
9.90831944892714e-001	(1.19299539187107e+002dB,-8.29569216929654e-003°)
9.93116048420880e-001	(1.19299539155149e+002dB,-8.31481440658344e-003°)
9.95405417351473e-001	(1.19299539123043e+002dB,-8.33398071611001e-003°)
9.97700063822499e-001	(1.19299539090789e+002dB,-8.35319119941128e-003°)
9.99999999999946e-001	(1.19299539058387e+002dB,-8.37244595826144e-003°)
1.00230523807785e+000	(1.19299539025834e+002dB,-8.39174509465310e-003°)
1.00461579027834e+000	(1.19299538993132e+002dB,-8.41108871081850e-003°)
1.00693166885175e+000	(1.19299538960278e+002dB,-8.43047690925099e-003°)
1.00925288607663e+000	(1.19299538927273e+002dB,-8.44990979264279e-003°)
1.01157945425984e+000	(1.19299538894115e+002dB,-8.46938746394173e-003°)
1.01391138573662e+000	(1.19299538860805e+002dB,-8.48891002632701e-003°)
1.01624869287064e+000	(1.19299538827341e+002dB,-8.50847758321625e-003°)
1.01859138805406e+000	(1.19299538793722e+002dB,-8.52809023827051e-003°)
1.02093948370762e+000	(1.19299538759948e+002dB,-8.54774809538050e-003°)
1.02329299228070e+000	(1.19299538726018e+002dB,-8.56745125867599e-003°)
1.02565192625135e+000	(1.19299538691932e+002dB,-8.58719983253545e-003°)
1.02801629812642e+000	(1.19299538657688e+002dB,-8.60699392157630e-003°)
1.03038612044156e+000	(1.19299538623251e+002dB,-8.62683362760342e-003°)
1.03276140576134e+000	(1.19299538588690e+002dB,-8.64671906178772e-003°)
1.03514216667929e+000	(1.19299538553970e+002dB,-8.66665032643859e-003°)
1.03752841581796e+000	(1.19299538519090e+002dB,-8.68662752713022e-003°)
1.03992016582900e+000	(1.19299538484049e+002dB,-8.70665076968621e-003°)
1.04231742939325e+000	(1.19299538448846e+002dB,-8.72672016017376e-003°)
1.04472021922074e+000	(1.19299538413480e+002dB,-8.74683580489062e-003°)
1.04712854805084e+000	(1.19299538377951e+002dB,-8.76699781041522e-003°)
1.04954242865226e+000	(1.19299538342259e+002dB,-8.78720628352970e-003°)
1.05196187382316e+000	(1.19299538306349e+002dB,-8.80746132679676e-003°)
1.05438689639120e+000	(1.19299538270327e+002dB,-8.82776305647590e-003°)
1.05681750921360e+000	(1.19299538234137e+002dB,-8.84811157561980e-003°)
1.05925372517723e+000	(1.19299538197781e+002dB,-8.86850699201949e-003°)
1.06169555719867e+000	(1.19299538161257e+002dB,-8.88894941370859e-003°)
1.06414301822426e+000	(1.19299538124565e+002dB,-8.90943894896828e-003°)
1.06659612123020e+000	(1.19299538087703e+002dB,-8.92997570632853e-003°)
1.06905487922260e+000	(1.19299538050671e+002dB,-8.95055979456911e-003°)
1.07151930523755e+000	(1.19299538013428e+002dB,-8.97119131921563e-003°)
1.07398941234118e+000	(1.19299537976053e+002dB,-8.99187039655906e-003°)
1.07646521362977e+000	(1.19299537938506e+002dB,-9.01259713263373e-003°)
1.07894672222977e+000	(1.19299537900786e+002dB,-9.03337163721980e-003°)
1.08143395129788e+000	(1.19299537862891e+002dB,-9.05419402035972e-003°)
1.08392691402114e+000	(1.19299537824822e+002dB,-9.07506439232816e-003°)
1.08642562361700e+000	(1.19299537786576e+002dB,-9.09598286369876e-003°)
1.08893009333337e+000	(1.19299537748155e+002dB,-9.11694954525414e-003°)
1.09144033644869e+000	(1.19299537709556e+002dB,-9.13796454804999e-003°)
1.09395636627203e+000	(1.19299537670771e+002dB,-9.15902798267185e-003°)
1.09647819614312e+000	(1.19299537631815e+002dB,-9.18013996212867e-003°)
1.09900583943246e+000	(1.19299537592679e+002dB,-9.20130059752192e-003°)
1.10153930954135e+000	(1.19299537553362e+002dB,-9.22251000092672e-003°)
1.10407861990201e+000	(1.19299537513864e+002dB,-9.24376828468865e-003°)
1.10662378397760e+000	(1.19299537474184e+002dB,-9.26507556139212e-003°)
1.10917481526234e+000	(1.19299537434320e+002dB,-9.28643194389579e-003°)
1.11173172728153e+000	(1.19299537394273e+002dB,-9.30783754531371e-003°)
1.11429453359167e+000	(1.19299537354041e+002dB,-9.32929247902165e-003°)
1.11686324778050e+000	(1.19299537313623e+002dB,-9.35079685865211e-003°)
1.11943788346709e+000	(1.19299537273018e+002dB,-9.37235079808722e-003°)
1.12201845430190e+000	(1.19299537232226e+002dB,-9.39395441150848e-003°)
1.12460497396686e+000	(1.19299537191246e+002dB,-9.41560781332970e-003°)
1.12719745617545e+000	(1.19299537150077e+002dB,-9.43731111822947e-003°)
1.12979591467273e+000	(1.19299537108718e+002dB,-9.45906444115705e-003°)
1.13240036323549e+000	(1.19299537067167e+002dB,-9.48086789732484e-003°)
1.13501081567225e+000	(1.19299537025342e+002dB,-9.50272159438983e-003°)
1.13762728582336e+000	(1.19299536983407e+002dB,-9.52462566371000e-003°)
1.14024978756110e+000	(1.19299536941279e+002dB,-9.54658021349781e-003°)
1.14287833478971e+000	(1.19299536898957e+002dB,-9.56858536002626e-003°)
1.14551294144547e+000	(1.19299536856439e+002dB,-9.59064121983440e-003°)
1.14815362149682e+000	(1.19299536813725e+002dB,-9.61274790973849e-003°)
1.15080038894437e+000	(1.19299536770813e+002dB,-9.63490554681271e-003°)
1.15345325782102e+000	(1.19299536727696e+002dB,-9.65711424765027e-003°)
1.15611224219203e+000	(1.19299536684388e+002dB,-9.67937413137150e-003°)
1.15877735615506e+000	(1.19299536640879e+002dB,-9.70168531513843e-003°)
1.16144861384027e+000	(1.19299536597170e+002dB,-9.72404791708204e-003°)
1.16412602941042e+000	(1.19299536553260e+002dB,-9.74646205565095e-003°)
1.16680961706089e+000	(1.19299536509146e+002dB,-9.76892784953697e-003°)
1.16949939101980e+000	(1.19299536464829e+002dB,-9.79144541772517e-003°)
1.17219536554806e+000	(1.19299536420264e+002dB,-9.81401487523265e-003°)
1.17489755493946e+000	(1.19299536375537e+002dB,-9.83663635003105e-003°)
1.17760597352074e+000	(1.19299536330604e+002dB,-9.85930995770279e-003°)
1.18032063565166e+000	(1.19299536285463e+002dB,-9.88203581831949e-003°)
1.18304155572509e+000	(1.19299536240114e+002dB,-9.90481405223788e-003°)
1.18576874816709e+000	(1.19299536194555e+002dB,-9.92764478007890e-003°)
1.18850222743695e+000	(1.19299536148787e+002dB,-9.95052812274819e-003°)
1.19124200802730e+000	(1.19299536102767e+002dB,-9.97346419751103e-003°)
1.19398810446420e+000	(1.19299536056575e+002dB,-9.99645313365989e-003°)
1.19674053130717e+000	(1.19299536010169e+002dB,-1.00194950490212e-002°)
1.19949930314931e+000	(1.19299535963550e+002dB,-1.00425900656186e-002°)
1.20226443461734e+000	(1.19299535916715e+002dB,-1.00657383057515e-002°)
1.20503594037173e+000	(1.19299535869664e+002dB,-1.00889398920038e-002°)
1.20781383510671e+000	(1.19299535822396e+002dB,-1.01121949472346e-002°)
1.21059813355041e+000	(1.19299535774859e+002dB,-1.01355035894339e-002°)
1.21338885046490e+000	(1.19299535727153e+002dB,-1.01588659523450e-002°)
1.21618600064630e+000	(1.19299535679228e+002dB,-1.01822821545215e-002°)
1.21898959892479e+000	(1.19299535631081e+002dB,-1.02057523199694e-002°)
1.22179966016480e+000	(1.19299535582712e+002dB,-1.02292765729736e-002°)
1.22461619926498e+000	(1.19299535534120e+002dB,-1.02528550380947e-002°)
1.22743923115833e+000	(1.19299535485304e+002dB,-1.02764878401812e-002°)
1.23026877081231e+000	(1.19299535436262e+002dB,-1.03001751043927e-002°)
1.23310483322884e+000	(1.19299535386994e+002dB,-1.03239169561547e-002°)
1.23594743344444e+000	(1.19299535337499e+002dB,-1.03477135211807e-002°)
1.23879658653029e+000	(1.19299535287771e+002dB,-1.03715649250716e-002°)
1.24165230759234e+000	(1.19299535237818e+002dB,-1.03954712949364e-002°)
1.24451461177131e+000	(1.19299535187634e+002dB,-1.04194327569557e-002°)
1.24738351424287e+000	(1.19299535137210e+002dB,-1.04434494371825e-002°)
1.25025903021764e+000	(1.19299535086562e+002dB,-1.04675214644338e-002°)
1.25314117494134e+000	(1.19299535035681e+002dB,-1.04916489653469e-002°)
1.25602996369480e+000	(1.19299534984564e+002dB,-1.05158320676768e-002°)
1.25892541179409e+000	(1.19299534933211e+002dB,-1.05400708994610e-002°)
1.26182753459059e+000	(1.19299534881621e+002dB,-1.05643655890700e-002°)
1.26473634747107e+000	(1.19299534829758e+002dB,-1.05887162613913e-002°)
1.26765186585777e+000	(1.19299534777691e+002dB,-1.06131230528147e-002°)
1.27057410520846e+000	(1.19299534725384e+002dB,-1.06375860888444e-002°)
1.27350308101658e+000	(1.19299534672835e+002dB,-1.06621054990112e-002°)
1.27643880881127e+000	(1.19299534620044e+002dB,-1.06866814131398e-002°)
1.27938130415745e+000	(1.19299534567009e+002dB,-1.07113139613474e-002°)
1.28233058265594e+000	(1.19299534513678e+002dB,-1.07360032686006e-002°)
1.28528665994354e+000	(1.19299534460152e+002dB,-1.07607494765252e-002°)
1.28824955169305e+000	(1.19299534406380e+002dB,-1.07855527106979e-002°)
1.29121927361345e+000	(1.19299534352359e+002dB,-1.08104131024262e-002°)
1.29419584144991e+000	(1.19299534298089e+002dB,-1.08353307833620e-002°)
1.29717927098388e+000	(1.19299534243569e+002dB,-1.08603058854217e-002°)
1.30016957803321e+000	(1.19299534188757e+002dB,-1.08853385365681e-002°)
1.30316677845222e+000	(1.19299534133732e+002dB,-1.09104288778553e-002°)
1.30617088813176e+000	(1.19299534078453e+002dB,-1.09355770378682e-002°)
1.30918192299933e+000	(1.19299534022919e+002dB,-1.09607831497521e-002°)
1.31219989901912e+000	(1.19299533967129e+002dB,-1.09860473469478e-002°)
1.31522483219216e+000	(1.19299533911081e+002dB,-1.10113697632197e-002°)
1.31825673855633e+000	(1.19299533854735e+002dB,-1.10367505283156e-002°)
1.32129563418649e+000	(1.19299533798169e+002dB,-1.10621897852307e-002°)
1.32434153519458e+000	(1.19299533741342e+002dB,-1.10876876643186e-002°)
1.32739445772966e+000	(1.19299533684252e+002dB,-1.11132443006113e-002°)
1.33045441797801e+000	(1.19299533626899e+002dB,-1.11388598293769e-002°)
1.33352143216324e+000	(1.19299533569281e+002dB,-1.11645343862383e-002°)
1.33659551654636e+000	(1.19299533511398e+002dB,-1.11902681071150e-002°)
1.33967668742585e+000	(1.19299533453247e+002dB,-1.12160611282470e-002°)
1.34276496113778e+000	(1.19299533394828e+002dB,-1.12419135861756e-002°)
1.34586035405586e+000	(1.19299533336139e+002dB,-1.12678256177623e-002°)
1.34896288259157e+000	(1.19299533277179e+002dB,-1.12937973601852e-002°)
1.35207256319419e+000	(1.19299533217904e+002dB,-1.13198289460554e-002°)
1.35518941235095e+000	(1.19299533158399e+002dB,-1.13459205229221e-002°)
1.35831344658707e+000	(1.19299533098619e+002dB,-1.13720722240574e-002°)
1.36144468246587e+000	(1.19299533038563e+002dB,-1.13982841878939e-002°)
1.36458313658884e+000	(1.19299532978231e+002dB,-1.14245565531876e-002°)
1.36772882559576e+000	(1.19299532917572e+002dB,-1.14508894536376e-002°)
1.37088176616477e+000	(1.19299532856681e+002dB,-1.14772830393918e-002°)
1.37404197501243e+000	(1.19299532795509e+002dB,-1.15037374447955e-002°)
1.37720946889386e+000	(1.19299532734054e+002dB,-1.15302528098924e-002°)
1.38038426460280e+000	(1.19299532672317e+002dB,-1.15568292750396e-002°)
1.38356637897169e+000	(1.19299532610286e+002dB,-1.15834669799962e-002°)
1.38675582887180e+000	(1.19299532547977e+002dB,-1.16101660676115e-002°)
1.38995263121327e+000	(1.19299532485380e+002dB,-1.16369266782968e-002°)
1.39315680294522e+000	(1.19299532422494e+002dB,-1.16637489537072e-002°)
1.39636836105585e+000	(1.19299532359319e+002dB,-1.16906330358175e-002°)
1.39958732257253e+000	(1.19299532295772e+002dB,-1.17175790577605e-002°)
1.40281370456187e+000	(1.19299532232012e+002dB,-1.17445871805004e-002°)
1.40604752412983e+000	(1.19299532167957e+002dB,-1.17716575378336e-002°)
1.40928879842179e+000	(1.19299532103607e+002dB,-1.17987902730589e-002°)
1.41253754462266e+000	(1.19299532038960e+002dB,-1.18259855297914e-002°)
1.41579377995699e+000	(1.19299531974007e+002dB,-1.18532434510405e-002°)
1.41905752168900e+000	(1.19299531908761e+002dB,-1.18805641829580e-002°)
1.42232878712273e+000	(1.19299531843215e+002dB,-1.19079478692180e-002°)
1.42560759360210e+000	(1.19299531777366e+002dB,-1.19353946547615e-002°)
1.42889395851101e+000	(1.19299531711214e+002dB,-1.19629046848619e-002°)
1.43218789927345e+000	(1.19299531644756e+002dB,-1.19904781051267e-002°)
1.43548943335356e+000	(1.19299531577991e+002dB,-1.20181150614994e-002°)
1.43879857825575e+000	(1.19299531510918e+002dB,-1.20458157002548e-002°)
1.44211535152478e+000	(1.19299531443536e+002dB,-1.20735801679964e-002°)
1.44543977074583e+000	(1.19299531375843e+002dB,-1.21014086116963e-002°)
1.44877185354467e+000	(1.19299531307797e+002dB,-1.21293011738840e-002°)
1.45211161758765e+000	(1.19299531239478e+002dB,-1.21572580116710e-002°)
1.45545908058187e+000	(1.19299531170843e+002dB,-1.21852792682853e-002°)
1.45881426027525e+000	(1.19299531101891e+002dB,-1.22133650920286e-002°)
1.46217717445662e+000	(1.19299531032578e+002dB,-1.22415156262742e-002°)
1.46554784095582e+000	(1.19299530962988e+002dB,-1.22697310305394e-002°)
1.46892627764377e+000	(1.19299530893078e+002dB,-1.22980114488946e-002°)
1.47231250243262e+000	(1.19299530822844e+002dB,-1.23263570309978e-002°)
1.47570653327580e+000	(1.19299530752287e+002dB,-1.23547679268861e-002°)
1.47910838816811e+000	(1.19299530681356e+002dB,-1.23832442810957e-002°)
1.48251808514586e+000	(1.19299530610146e+002dB,-1.24117862559446e-002°)
1.48593564228691e+000	(1.19299530538607e+002dB,-1.24403939966847e-002°)
1.48936107771082e+000	(1.19299530466738e+002dB,-1.24690676547073e-002°)
1.49279440957890e+000	(1.19299530394494e+002dB,-1.24978073763731e-002°)
1.49623565609434e+000	(1.19299530321960e+002dB,-1.25266133245367e-002°)
1.49968483550228e+000	(1.19299530249091e+002dB,-1.25554856462561e-002°)
1.50314196608993e+000	(1.19299530175886e+002dB,-1.25844244943391e-002°)
1.50660706618664e+000	(1.19299530102344e+002dB,-1.26134300219266e-002°)
1.51008015416405e+000	(1.19299530028458e+002dB,-1.26425023820051e-002°)
1.51356124843611e+000	(1.19299529954235e+002dB,-1.26716417294220e-002°)
1.51705036745924e+000	(1.19299529879669e+002dB,-1.27008482178782e-002°)
1.52054752973240e+000	(1.19299529804759e+002dB,-1.27301220019337e-002°)
1.52405275379719e+000	(1.19299529729504e+002dB,-1.27594632364822e-002°)
1.52756605823797e+000	(1.19299529653901e+002dB,-1.27888720767926e-002°)
1.53108746168193e+000	(1.19299529577950e+002dB,-1.28183486784978e-002°)
1.53461698279919e+000	(1.19299529501647e+002dB,-1.28478931975666e-002°)
1.53815464030293e+000	(1.19299529424945e+002dB,-1.28775057842858e-002°)
1.54170045294946e+000	(1.19299529347937e+002dB,-1.29071866074340e-002°)
1.54525443953831e+000	(1.19299529270574e+002dB,-1.29369358180327e-002°)
1.54881661891238e+000	(1.19299529192854e+002dB,-1.29667535734879e-002°)
1.55238700995798e+000	(1.19299529114735e+002dB,-1.29966400264858e-002°)
1.55596563160497e+000	(1.19299529036295e+002dB,-1.30265953453463e-002°)
1.55955250282685e+000	(1.19299528957494e+002dB,-1.30566196834793e-002°)
1.56314764264085e+000	(1.19299528878329e+002dB,-1.30867131997585e-002°)
1.56675107010805e+000	(1.19299528798755e+002dB,-1.31168760477552e-002°)
1.57036280433345e+000	(1.19299528718857e+002dB,-1.31471083983453e-002°)
1.57398286446612e+000	(1.19299528638591e+002dB,-1.31774104058614e-002°)
1.57761126969925e+000	(1.19299528557954e+002dB,-1.32077822306309e-002°)
1.58124803927028e+000	(1.19299528476902e+002dB,-1.32382240276179e-002°)
1.58489319246101e+000	(1.19299528395519e+002dB,-1.32687359693256e-002°)
1.58854674859767e+000	(1.19299528313761e+002dB,-1.32993182114828e-002°)
1.59220872705107e+000	(1.19299528231626e+002dB,-1.33299709158812e-002°)
1.59587914723663e+000	(1.19299528149063e+002dB,-1.33606942384231e-002°)
1.59955802861456e+000	(1.19299528066168e+002dB,-1.33914883541985e-002°)
1.60324539068994e+000	(1.19299527982890e+002dB,-1.34223534198618e-002°)
1.60694125301277e+000	(1.19299527899228e+002dB,-1.34532895986991e-002°)
1.61064563517816e+000	(1.19299527815180e+002dB,-1.34842970544015e-002°)
1.61435855682638e+000	(1.19299527730744e+002dB,-1.35153759510008e-002°)
1.61808003764296e+000	(1.19299527645918e+002dB,-1.35465264529116e-002°)
1.62181009735882e+000	(1.19299527560701e+002dB,-1.35777487249403e-002°)
1.62554875575038e+000	(1.19299527475083e+002dB,-1.36090429311877e-002°)
1.62929603263961e+000	(1.19299527389077e+002dB,-1.36404092393427e-002°)
1.63305194789423e+000	(1.19299527302674e+002dB,-1.36718478142609e-002°)
1.63681652142770e+000	(1.19299527215833e+002dB,-1.37033588169205e-002°)
1.64058977319943e+000	(1.19299527128632e+002dB,-1.37349424247255e-002°)
1.64437172321482e+000	(1.19299527041028e+002dB,-1.37665987993926e-002°)
1.64816239152540e+000	(1.19299526953019e+002dB,-1.37983281083886e-002°)
1.65196179822891e+000	(1.19299526864553e+002dB,-1.38301305125140e-002°)
1.65576996346942e+000	(1.19299526775730e+002dB,-1.38620061940625e-002°)
1.65958690743745e+000	(1.19299526686498e+002dB,-1.38939553146449e-002°)
1.66341265037006e+000	(1.19299526596853e+002dB,-1.39259780432547e-002°)
1.66724721255095e+000	(1.19299526506755e+002dB,-1.39580745438067e-002°)
1.67109061431060e+000	(1.19299526416242e+002dB,-1.39902449915381e-002°)
1.67494287602633e+000	(1.19299526325351e+002dB,-1.40224895620944e-002°)
1.67880401812245e+000	(1.19299526234040e+002dB,-1.40548084205758e-002°)
1.68267406107036e+000	(1.19299526142308e+002dB,-1.40872017379076e-002°)
1.68655302538863e+000	(1.19299526050153e+002dB,-1.41196696854742e-002°)
1.69044093164315e+000	(1.19299525957525e+002dB,-1.41522124283450e-002°)
1.69433780044722e+000	(1.19299525864517e+002dB,-1.41848301519233e-002°)
1.69824365246163e+000	(1.19299525771080e+002dB,-1.42175230221037e-002°)
1.70215850839484e+000	(1.19299525677212e+002dB,-1.42502912118028e-002°)
1.70608238900301e+000	(1.19299525582871e+002dB,-1.42831348887268e-002°)
1.71001531509017e+000	(1.19299525488134e+002dB,-1.43160542377983e-002°)
1.71395730750831e+000	(1.19299525392961e+002dB,-1.43490494275295e-002°)
1.71790838715747e+000	(1.19299525297336e+002dB,-1.43821206307252e-002°)
1.72186857498589e+000	(1.19299525201282e+002dB,-1.44152680257001e-002°)
1.72583789199009e+000	(1.19299525104784e+002dB,-1.44484917860640e-002°)
1.72981635921499e+000	(1.19299525007762e+002dB,-1.44817920761773e-002°)
1.73380399775402e+000	(1.19299524910372e+002dB,-1.45151690948352e-002°)
1.73780082874926e+000	(1.19299524812533e+002dB,-1.45486230072339e-002°)
1.74180687339150e+000	(1.19299524714242e+002dB,-1.45821539902959e-002°)
1.74582215292039e+000	(1.19299524615485e+002dB,-1.46157622196246e-002°)
1.74984668862454e+000	(1.19299524516285e+002dB,-1.46494478764032e-002°)
1.75388050184164e+000	(1.19299524416627e+002dB,-1.46832111370380e-002°)
1.75792361395857e+000	(1.19299524316509e+002dB,-1.47170521801084e-002°)
1.76197604641151e+000	(1.19299524215929e+002dB,-1.47509711845625e-002°)
1.76603782068604e+000	(1.19299524114885e+002dB,-1.47849683297730e-002°)
1.77010895831730e+000	(1.19299524013335e+002dB,-1.48190437897223e-002°)
1.77418948089005e+000	(1.19299523911356e+002dB,-1.48531977561911e-002°)
1.77827941003880e+000	(1.19299523808907e+002dB,-1.48874304039884e-002°)
1.78237876744797e+000	(1.19299523705945e+002dB,-1.49217419083098e-002°)
1.78648757485193e+000	(1.19299523602548e+002dB,-1.49561324622609e-002°)
1.79060585403517e+000	(1.19299523498673e+002dB,-1.49906022418645e-002°)
1.79473362683240e+000	(1.19299523394272e+002dB,-1.50251514223137e-002°)
1.79887091512867e+000	(1.19299523289437e+002dB,-1.50597802003961e-002°)
1.80301774085945e+000	(1.19299523184118e+002dB,-1.50944887522042e-002°)
1.80717412601080e+000	(1.19299523078301e+002dB,-1.51292772594607e-002°)
1.81134009261948e+000	(1.19299522972008e+002dB,-1.51641459096681e-002°)
1.81551566277301e+000	(1.19299522865224e+002dB,-1.51990948854214e-002°)
1.81970085860986e+000	(1.19299522757912e+002dB,-1.52341243661325e-002°)
1.82389570231951e+000	(1.19299522650140e+002dB,-1.52692345477178e-002°)
1.82810021614262e+000	(1.19299522541872e+002dB,-1.53044256105019e-002°)
1.83231442237109e+000	(1.19299522433103e+002dB,-1.53396977405260e-002°)
1.83653834334822e+000	(1.19299522323833e+002dB,-1.53750511242760e-002°)
1.84077200146883e+000	(1.19299522214058e+002dB,-1.54104859486698e-002°)
1.84501541917935e+000	(1.19299522103722e+002dB,-1.54460023925484e-002°)
1.84926861897795e+000	(1.19299521992931e+002dB,-1.54816006606605e-002°)
1.85353162341468e+000	(1.19299521881630e+002dB,-1.55172809327268e-002°)
1.85780445509157e+000	(1.19299521769776e+002dB,-1.55530433912970e-002°)
1.86208713666274e+000	(1.19299521657445e+002dB,-1.55888882375991e-002°)
1.86637969083454e+000	(1.19299521544596e+002dB,-1.56248156550316e-002°)
1.87068214036567e+000	(1.19299521431190e+002dB,-1.56608258280533e-002°)
1.87499450806729e+000	(1.19299521317297e+002dB,-1.56969189580298e-002°)
1.87931681680314e+000	(1.19299521202878e+002dB,-1.57330952302629e-002°)
1.88364908948967e+000	(1.19299521087876e+002dB,-1.57693548273411e-002°)
1.88799134909616e+000	(1.19299520972399e+002dB,-1.58056979582052e-002°)
1.89234361864484e+000	(1.19299520856389e+002dB,-1.58421248063854e-002°)
1.89670592121101e+000	(1.19299520739843e+002dB,-1.58786355644038e-002°)
1.90107827992317e+000	(1.19299520622760e+002dB,-1.59152304252751e-002°)
1.90546071796311e+000	(1.19299520505097e+002dB,-1.59519095761817e-002°)
1.90985325856611e+000	(1.19299520386931e+002dB,-1.59886732234625e-002°)
1.91425592502095e+000	(1.19299520268220e+002dB,-1.60255215552608e-002°)
1.91866874067016e+000	(1.19299520148953e+002dB,-1.60624547650570e-002°)
1.92309172891002e+000	(1.19299520029143e+002dB,-1.60994730505968e-002°)
1.92752491319080e+000	(1.19299519908741e+002dB,-1.61365765999613e-002°)
1.93196831701679e+000	(1.19299519787823e+002dB,-1.61737656218757e-002°)
1.93642196394647e+000	(1.19299519666348e+002dB,-1.62110403066187e-002°)
1.94088587759264e+000	(1.19299519544264e+002dB,-1.62484008435617e-002°)
1.94536008162253e+000	(1.19299519421664e+002dB,-1.62858474454053e-002°)
1.94984459975791e+000	(1.19299519298499e+002dB,-1.63233803024570e-002°)
1.95433945577526e+000	(1.19299519174726e+002dB,-1.63609996066545e-002°)
1.95884467350585e+000	(1.19299519050421e+002dB,-1.63987055696553e-002°)
1.96336027683591e+000	(1.19299518925544e+002dB,-1.64364983843240e-002°)
1.96788628970671e+000	(1.19299518800089e+002dB,-1.64743782503867e-002°)
1.97242273611471e+000	(1.19299518674056e+002dB,-1.65123453680438e-002°)
1.97696964011172e+000	(1.19299518547402e+002dB,-1.65503999314348e-002°)
1.98152702580496e+000	(1.19299518420203e+002dB,-1.65885421546519e-002°)
1.98609491735723e+000	(1.19299518292369e+002dB,-1.66267722249593e-002°)
1.99067333898705e+000	(1.19299518163994e+002dB,-1.66650903599973e-002°)
1.99526231496874e+000	(1.19299518035026e+002dB,-1.67034967544480e-002°)
1.99986186963260e+000	(1.19299517905415e+002dB,-1.67419916034180e-002°)
2.00447202736502e+000	(1.19299517775254e+002dB,-1.67805751260406e-002°)
2.00909281260859e+000	(1.19299517644489e+002dB,-1.68192475176817e-002°)
2.01372424986225e+000	(1.19299517513124e+002dB,-1.68580089840025e-002°)
2.01836636368142e+000	(1.19299517381105e+002dB,-1.68968597212167e-002°)
2.02301917867813e+000	(1.19299517248525e+002dB,-1.69357999504976e-002°)
2.02768271952114e+000	(1.19299517115333e+002dB,-1.69748298696717e-002°)
2.03235701093608e+000	(1.19299516981527e+002dB,-1.70139496849502e-002°)
2.03704207770557e+000	(1.19299516847103e+002dB,-1.70531596030129e-002°)
2.04173794466938e+000	(1.19299516712016e+002dB,-1.70924598237185e-002°)
2.04644463672453e+000	(1.19299516576348e+002dB,-1.71318505693892e-002°)
2.05116217882542e+000	(1.19299516440015e+002dB,-1.71713320340749e-002°)
2.05589059598400e+000	(1.19299516303093e+002dB,-1.72109044397959e-002°)
